i	j	k	LDT	LTT	proton_D	proton_T	deuteron_D	deuteron_T	triton_D	triton_T	H4_D	H4_T	H5_D	H5_T	H6_D	H6_T	He3_D	He3_T	alpha_D	alpha_T	He5_D	He5_T	He6_D	He6_T	He7_D	He7_T	He8_D	He8_T	Li4_D	Li4_T	Li6_D	Li6_T	Li7_D	Li7_T	Li8_D	Li8_T	Li9_D	Li9_T	Li10_D	Li10_T	Be6_D	Be6_T	Be7_D	Be7_T	Be8_D	Be8_T	Be9_D	Be9_T	Be10_D	Be10_T	Be11_D	Be11_T	Be12_D	Be12_T	B7_D	B7_T	B8_D	B8_T	B9_D	B9_T	B10_D	B10_T	B11_D	B11_T	B12_D	B12_T	B13_D	B13_T	B14_D	B14_T	B15_D	B15_T	B16_D	B16_T	C10_D	C10_T	C11_D	C11_T	C12_D	C12_T	C13_D	C13_T	C14_D	C14_T	C15_D	C15_T	C16_D	C16_T	C17_D	C17_T	N11_D	N11_T	N12_D	N12_T	N13_D	N13_T	N14_D	N14_T	N15_D	N15_T	N16_D	N16_T	N17_D	N17_T	N18_D	N18_T	N19_D	N19_T	O13_D	O13_T	O14_D	O14_T	O15_D	O15_T	O16_D	O16_T	O16_1_D	O16_1_T	O17_D	O17_T	O18_D	O18_T	O19_D	O19_T	O20_D	O20_T	F14_D	F14_T	F15_D	F15_T	F16_D	F16_T	F17_D	F17_T	F18_D	F18_T	F19_D	F19_T	F20_D	F20_T	F21_D	F21_T	F22_D	F22_T	Ne16_D	Ne16_T	Ne17_D	Ne17_T	Ne18_D	Ne18_T	Ne19_D	Ne19_T	Ne20_D	Ne20_T	Ne21_D	Ne21_T	Ne22_D	Ne22_T	Ne23_D	Ne23_T	Na20_D	Na20_T	Na21_D	Na21_T	Na22_D	Na22_T	Na23_D	Na23_T	Na24_D	Na24_T	Na25_D	Na25_T	Na26_D	Na26_T	Mg23_D	Mg23_T	Mg24_D	Mg24_T	Mg25_D	Mg25_T	Mg26_D	Mg26_T	Mg27_D	Mg27_T	Al24_D	Al24_T	Al25_D	Al25_T	Al26_D	Al26_T	Al27_D	Al27_T	Al28_D	Al28_T	Si27_D	Si27_T	Si28_D	Si28_T	Si29_D	Si29_T	Si30_D	Si30_T	P29_D	P29_T	P30_D	P30_T
147	0	0	57.7458	4.90567	5.76029	2.3697	8.32711	3.71803	10.2439	5.00333	0	0	0	0	0	0	113.218	19.8172	119.049	23.4303	0	0	36.0691	22.8328	0	0	0	0	0	0	55.7026	29.2904	34.8113	29.2052	27.5386	24.55	0	0	0	0	0	0	59.0382	55.7308	0	0	63.2648	61.192	83.8141	83.7761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	782.8	700.818	495.252	491.088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	780.551	776.642	106.145	106.145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	892.783	435.691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
148	0	0	61.3752	4.92117	5.54851	2.35686	8.2533	3.70775	10.3889	4.98659	0	0	0	0	0	0	86.2265	18.8515	131.604	24.0961	0	0	50.8309	25.7102	0	0	0	0	0	0	59.6996	30.0512	42.6776	31.0116	28.423	25.0712	0	0	0	0	0	0	64.3559	59.4325	0	0	67.566	64.5744	92.2286	92.0968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	565.129	409.767	745.482	546.352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	954.408	954.408	830.954	782.103	0	0	0	0	0	0	0	0	0	0	0	0	965.177	965.177	580.39	340.982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1391.93	1391.93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
149	0	0	53.7864	4.80242	5.53836	2.35586	8.15357	3.68826	10.2724	4.96565	0	0	0	0	0	0	87.2563	19.2622	109.37	22.777	0	0	231.849	41.4074	0	0	0	0	0	0	60.2033	29.6564	56.8302	32.0972	29.8162	25.6694	0	0	0	0	0	0	71.9802	64.4031	0	0	122.363	72.5584	104.194	104.014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	733.21	677.581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1003.18	766.063	1003.36	985.479	296.057	247.551	0	0	0	0	0	0	0	0	0	0	1233.43	1233.43	847.246	436.85	0	0	1094.18	885.54	0	0	0	0	0	0	0	0	0	0	0	0	1387.75	1387.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
150	0	0	59.4146	4.84736	5.58687	2.35866	7.80362	3.65904	10.155	4.92922	0	0	0	0	0	0	100.281	20.0958	122.522	23.7301	0	0	223.003	27.7176	0	0	0	0	0	0	49.6168	29.1604	56.2255	31.8878	30.9334	26.3655	0	0	0	0	0	0	84.3042	72.0687	0	0	82.5045	75.0301	122.979	122.523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	671.911	598.873	765.78	622.914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	929.713	827.088	977.01	899.65	0	0	0	0	0	0	0	0	0	0	0	0	1221.89	1221.89	493.806	328.994	0	0	1161.62	924.635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
151	0	0	60.4702	4.86838	5.52734	2.3589	8.31953	3.69224	9.99341	4.91545	0	0	0	0	0	0	126.338	22.1211	126.151	23.8724	0	0	29.853	21.1047	0	0	0	0	0	0	54.4544	29.8456	68.0226	31.2592	32.8672	27.1621	0	0	0	0	0	0	191.631	87.6652	393.169	393.169	99.5028	84.7411	161.621	159.896	0	0	0	0	0	0	0	0	0	0	0	0	309.443	309.443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	726.431	564.294	780.783	720.925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	934.861	958.701	592.867	567.119	0	0	0	0	0	0	0	0	0	0	0	0	854.229	852.154	615.302	320.36	0	0	2.08681	2.08681	0	0	0	0	0	0	0	0	0	0	0	0	795.22	795.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
152	0	0	62.266	4.87209	5.73479	2.37604	8.21778	3.67509	10.2554	4.90751	0	0	0	0	0	0	112.164	20.7433	135.768	24.4966	0	0	35.8965	22.674	0	0	0	0	0	0	61.1379	30.4628	38.8303	31.2753	34.3113	28.1105	0	0	0	0	0	0	56.7664	56.0584	504.446	504.446	198.576	88.4248	312.888	245.759	0	0	0	0	0	0	0	0	0	0	1.01661	1.01661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	533.853	424.552	684.805	533.904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	915.472	898.879	0	0	0	0	0	0	0	0	0	0	0	0	624.275	624.275	784.633	384.474	0	0	1229.52	1229.52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
153	0	0	57.388	4.78135	5.65166	2.36723	8.29019	3.67463	9.6915	4.85033	0	0	0	0	0	0	108.589	21.3023	123.433	23.5495	0	0	49.3783	25.4759	0	0	0	0	0	0	60.6143	30.7376	70.3089	32.8867	37.1999	29.251	0	0	0	0	0	0	60.0939	59.1026	452.706	452.706	72.9591	72.6281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	705.297	661.586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	877.019	859.08	690.285	590.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	722.659	329.717	0	0	1225.87	1225.87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
154	0	0	58.3764	4.78945	5.60498	2.37454	8.19862	3.65874	9.57536	4.85245	0	0	0	0	0	0	135.884	22.2849	124.192	23.773	0	0	166.741	38.2768	0	0	0	0	0	0	66.4718	31.3973	37.0761	31.108	40.8192	30.792	0	0	0	0	0	0	64.1501	62.7117	0	0	78.5243	78.086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	619.062	619.062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	817.026	779.518	790.887	714.808	799.475	799.475	0	0	0	0	0	0	0	0	0	0	851.444	851.444	783.35	780.311	614.222	585.377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	501.042	321.526	0	0	895.868	895.868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
155	0	0	57.855	4.74975	5.70608	2.38603	8.23585	3.64298	9.67704	4.85598	0	0	0	0	0	0	132.222	21.0605	122.513	23.6753	0	0	330.484	31.7951	0	0	0	0	0	0	61.0325	31.0988	57.1861	33.1735	48.4362	33.0575	0	0	0	0	0	0	69.1997	67.3407	0	0	85.692	85.0012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.96053	1.96053	0	0	0	0	0	0	0	0	0	0	0	0	407.575	407.575	687.861	600.379	749.794	686.093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900.502	766.104	667.022	666.923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	642.04	357.734	0	0	766.366	766.366	1049.4	1049.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
156	0	0	54.3087	4.70577	5.78191	2.37419	8.14479	3.61864	10.0378	4.87783	0	0	0	0	0	0	97.1669	19.4462	119.269	23.7092	0	0	23.187	19.2642	0	0	0	0	0	0	61.4886	31.132	48.8103	32.2537	62.5585	37.2139	0	0	0	0	0	0	76.1988	73.459	0	0	95.5598	94.4693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.737815	0.737815	0	0	0	0	0	0	0	0	0	0	0	0	852.518	852.518	806.512	686.098	154.649	152.686	0	0	0	0	0	0	0	0	0	0	0	0	1014.42	1014.42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	604.301	338.1	0	0	1187.56	1171.39	0	0	0	0	0	0	0	0	0	0	0	0	926.784	926.784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
157	0	0	59.4264	4.71384	5.69008	2.36812	7.81747	3.58885	9.84933	4.85184	0	0	0	0	0	0	117.649	20.7669	129.491	24.0181	0	0	24.6481	19.9584	0	0	0	0	0	0	64.2228	31.9019	42.4312	33.5979	139.352	34.3139	0	0	0	0	0	0	202.106	95.4337	38.906	38.906	175.136	114.018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	713.215	651.201	2.64355	2.64355	0	0	0	0	0	0	0	0	0	0	0	0	774.911	774.911	977.824	973.46	527.752	449.174	378.14	378.14	0	0	0	0	0	0	0	0	0	0	0	0	832.743	365.213	0	0	1177.29	1166.35	0	0	0	0	0	0	0	0	0	0	0	0	225.451	225.451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
158	0	0	53.9082	4.67076	5.78609	2.37384	7.96586	3.59602	9.94605	4.86396	0	0	0	0	0	0	119.904	21.8297	107.046	23.3896	0	0	26.9113	20.8011	0	0	0	0	0	0	74.7375	30.6287	58.9974	34.5444	27.6458	25.0377	0	0	0	0	0	0	107.781	97.47	0	0	178.546	140.724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	867.463	869.101	459.117	435.754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	242.351	242.351	947.793	774.281	0	0	0	0	0	0	0	0	0	0	0	0	1073.53	1076.16	766.007	344.248	0	0	1210.68	1210.68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
159	0	0	66.9404	4.74749	5.69838	2.36251	7.95886	3.58235	9.87817	4.82943	0	0	0	0	0	0	129.64	21.9216	142.519	25.2053	0	0	29.6336	21.8384	0	0	0	0	0	0	59.6668	30.3703	74.0958	35.4765	28.4488	25.5942	0	0	0	0	0	0	224.174	110.449	0	0	267.909	156.681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	656.805	664.024	744.321	573.223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1069.57	1069.57	783.162	685.612	0	0	0	0	0	0	0	0	0	0	0	0	1117.02	1117.02	737.833	309.403	0	0	264.593	264.593	118.895	118.895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
160	0	0	58.7094	4.65213	5.83303	2.36932	7.9131	3.59246	9.34245	4.79994	0	0	0	0	0	0	120.667	21.009	133.685	24.2899	0	0	33.6526	23.2514	0	0	0	0	0	0	55.3462	29.6481	43.9897	34.6052	29.8883	26.2159	0	0	0	0	0	0	78.1702	78.0989	205.648	205.648	150.066	148.688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	565.083	565.083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	825.741	805.573	797.153	583.577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511.27	511.27	740.409	608.877	0	0	0	0	0	0	0	0	0	0	0	0	538.126	538.126	696.435	351.122	0	0	1.99486	1.99486	0	0	0	0	0	0	0	0	0	0	0	0	649.332	649.332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
161	0	0	54.2001	4.6107	5.87798	2.36577	7.90498	3.58229	9.35679	4.8013	0	0	0	0	0	0	136.171	21.2896	116.944	23.9276	0	0	42.0317	25.4948	0	0	0	0	0	0	60.0194	29.9981	60.8954	35.3032	30.6755	26.9325	0	0	0	0	0	0	87.3812	87.2911	0	0	295.195	222.128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	756.499	681.362	234.501	230.086	0	0	0	0	0	0	0	0	0	0	0	0	1030.09	1030.09	883.573	746.671	658.444	588.915	624.536	624.536	0	0	0	0	0	0	0	0	0	0	0	0	585.247	354.86	0	0	1.5608	1.5608	0	0	0	0	0	0	0	0	0	0	0	0	466.048	466.048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
162	0	0	63.1021	4.63415	5.89834	2.35197	7.77022	3.57276	9.40323	4.81423	0	0	0	0	0	0	140.213	20.5449	141.442	24.8677	0	0	70.1644	30.6745	0	0	0	0	0	0	65.3582	30.2147	77.237	36.6579	32.8696	27.7646	0	0	0	0	0	0	101.242	101.001	502.747	502.747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	645.866	534.704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	738.415	690.047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	641.747	538.101	546.322	546.322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	603.442	332.038	0	0	138.737	138.737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
163	0	0	55.0801	4.51566	5.56057	2.32406	7.92012	3.58935	9.51886	4.82933	0	0	0	0	0	0	93.1812	18.0656	125.539	23.7815	0	0	346.242	49.8408	0	0	0	0	0	0	56.425	29.4038	59.8777	34.4397	34.7047	28.7969	0	0	0	0	0	0	126.496	125.537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	807.159	817.318	2.06991	2.06991	0	0	0	0	0	0	0	0	0	0	0	0	967.717	967.717	945.003	945.003	868.931	863.201	0	0	0	0	0	0	0	0	0	0	0	0	725.85	725.85	544.448	363.76	0	0	2.55308	2.55308	0	0	0	0	0	0	0	0	0	0	0	0	1387.45	1387.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
164	0	0	52.3661	4.50146	5.48768	2.32413	8.05756	3.59657	9.88493	4.84149	0	0	0	0	0	0	93.2349	18.3992	121.655	23.8398	0	0	23.1552	20.2076	0	0	0	0	0	0	64.3853	28.7594	61.6668	35.6166	38.1652	30.0667	0	0	0	0	0	0	255.437	184.794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.891148	0.891148	0	0	0	0	0	0	0	0	0	0	0	0	752.569	752.569	775.882	645.331	761.235	746.357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	605.857	364.661	0	0	399.724	397.513	0	0	0	0	0	0	0	0	0	0	0	0	1023.4	1023.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
165	0	0	59.9608	4.52854	5.6576	2.33295	7.80435	3.56584	9.58994	4.8048	0	0	0	0	0	0	94.7552	19.3523	137.256	24.6241	0	0	24.1946	20.8743	0	0	0	0	0	0	53.0114	28.302	59.3668	35.5414	41.63	31.7635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	650.626	650.626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	821.562	744.944	839.885	579.931	594.776	594.776	0	0	0	0	0	0	0	0	0	0	0	0	938.724	908.999	569.991	463.29	0	0	0	0	0	0	0	0	0	0	0	0	1235.61	1235.61	706.567	325.608	0	0	992.49	999.689	332.483	332.483	0	0	0	0	0	0	0	0	0	0	824.083	664.96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
166	0	0	56.9576	4.47427	5.49034	2.31922	7.43804	3.53591	9.65713	4.8043	0	0	0	0	0	0	122.012	20.2695	135.888	24.1862	0	0	25.6983	21.6561	0	0	0	0	0	0	55.1205	28.5702	65.1288	38.1285	48.7179	34.2761	0	0	0	0	0	0	0	0	396.624	442.028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	652.242	652.242	2.99845	2.99845	0	0	0	0	0	0	0	0	0	0	0	0	540.211	540.211	846.736	830.824	562.685	562.685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	701.909	385.193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
167	0	0	51.423	4.42037	5.71638	2.33593	7.59094	3.54848	9.69002	4.79519	0	0	0	0	0	0	128.794	20.2907	113.713	23.2864	0	0	27.192	22.5566	0	0	0	0	0	0	52.0763	28.6818	64.6807	37.7484	62.9981	38.8219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	585.394	585.394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	660.73	618.682	850.739	850.739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	722.076	722.076	754.3	754.3	0	0	0	0	0	0	0	0	0	0	0	0	425.718	273.902	0	0	1161.19	1161.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
168	0	0	49.0666	4.39263	5.82475	2.33393	7.98972	3.5663	9.57882	4.77156	0	0	0	0	0	0	94.0959	18.6527	114.948	23.2507	0	0	29.252	23.6092	0	0	0	0	0	0	63.9781	29.3746	65.3297	38.1923	149.525	39.505	0	0	0	0	0	0	0	0	30.2187	30.2187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.29696	1.29696	0	0	0	0	0	0	0	0	0	0	0	0	694.665	694.665	762.89	762.352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	703.222	703.222	1002.73	716.204	0	0	0	0	0	0	0	0	0	0	0	0	1163.18	1163.18	668.617	314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
169	0	0	45.9243	4.37094	5.63526	2.3121	7.9005	3.55481	9.63882	4.76594	0	0	0	0	0	0	110.806	19.0141	105.822	23.2963	0	0	31.5811	24.9019	0	0	0	0	0	0	44.1464	28.9844	66.7035	39.0399	24.2778	23.8714	0	0	0	0	0	0	0	0	0	0	372.352	372.352	0	0	0	0	0	0	0	0	0	0	0	0	596.511	596.511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	715.287	659.312	537.479	433.48	0	0	0	0	0	0	0	0	0	0	0	0	842.537	842.537	841.112	841.112	569.598	569.598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378.014	271.749	0	0	2.97729	2.97729	0	0	0	0	0	0	0	0	0	0	0	0	1330.24	1330.24	1034.26	1034.26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
170	0	0	52.7722	4.42463	5.50436	2.30642	7.56735	3.53319	9.56792	4.7498	0	0	0	0	0	0	73.4952	17.5357	128.643	24.8605	0	0	35.2876	26.5429	0	0	0	0	0	0	52.9741	30.2806	64.7329	38.3047	24.5066	24.2037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	823.19	772.752	615.828	610.027	816.225	816.225	0	0	0	0	0	0	0	0	0	0	0	0	890.467	642.498	854.329	823.362	387.715	387.245	0	0	0	0	0	0	0	0	0	0	964.711	730.835	438.358	292.217	0	0	674.134	631.713	0.939533	0.939533	0	0	0	0	0	0	0	0	0	0	0	0	529.704	529.704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
