i	j	k	LDT	LTT	proton_D	proton_T	deuteron_D	deuteron_T	triton_D	triton_T	H4_D	H4_T	H5_D	H5_T	H6_D	H6_T	He3_D	He3_T	alpha_D	alpha_T	He5_D	He5_T	He6_D	He6_T	He7_D	He7_T	He8_D	He8_T	Li4_D	Li4_T	Li6_D	Li6_T	Li7_D	Li7_T	Li8_D	Li8_T	Li9_D	Li9_T	Li10_D	Li10_T	Be6_D	Be6_T	Be7_D	Be7_T	Be8_D	Be8_T	Be9_D	Be9_T	Be10_D	Be10_T	Be11_D	Be11_T	Be12_D	Be12_T	B7_D	B7_T	B8_D	B8_T	B9_D	B9_T	B10_D	B10_T	B11_D	B11_T	B12_D	B12_T	B13_D	B13_T	B14_D	B14_T	B15_D	B15_T	B16_D	B16_T	C10_D	C10_T	C11_D	C11_T	C12_D	C12_T	C13_D	C13_T	C14_D	C14_T	C15_D	C15_T	C16_D	C16_T	C17_D	C17_T	N11_D	N11_T	N12_D	N12_T	N13_D	N13_T	N14_D	N14_T	N15_D	N15_T	N16_D	N16_T	N17_D	N17_T	N18_D	N18_T	N19_D	N19_T	O13_D	O13_T	O14_D	O14_T	O15_D	O15_T	O16_D	O16_T	O16_1_D	O16_1_T	O17_D	O17_T	O18_D	O18_T	O19_D	O19_T	O20_D	O20_T	F14_D	F14_T	F15_D	F15_T	F16_D	F16_T	F17_D	F17_T	F18_D	F18_T	F19_D	F19_T	F20_D	F20_T	F21_D	F21_T	F22_D	F22_T	Ne16_D	Ne16_T	Ne17_D	Ne17_T	Ne18_D	Ne18_T	Ne19_D	Ne19_T	Ne20_D	Ne20_T	Ne21_D	Ne21_T	Ne22_D	Ne22_T	Ne23_D	Ne23_T	Na20_D	Na20_T	Na21_D	Na21_T	Na22_D	Na22_T	Na23_D	Na23_T	Na24_D	Na24_T	Na25_D	Na25_T	Na26_D	Na26_T	Mg23_D	Mg23_T	Mg24_D	Mg24_T	Mg25_D	Mg25_T	Mg26_D	Mg26_T	Mg27_D	Mg27_T	Al24_D	Al24_T	Al25_D	Al25_T	Al26_D	Al26_T	Al27_D	Al27_T	Al28_D	Al28_T	Si27_D	Si27_T	Si28_D	Si28_T	Si29_D	Si29_T	Si30_D	Si30_T	P29_D	P29_T	P30_D	P30_T
171	0	0	57.3385	4.45263	5.59523	2.31322	8.0682	3.56305	9.80665	4.75108	0	0	0	0	0	0	88.8479	18.7437	131.497	25.2708	0	0	40.7449	28.8259	0	0	0	0	0	0	65.1939	30.8955	49.4511	40.1516	25.0298	24.5582	0	0	0	0	0	0	0	0	362.733	453.825	441.551	441.551	0	0	0	0	0	0	0	0	0	0	690.659	690.659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	780.791	747.749	487.317	421.111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	667.57	550.221	932.795	784.52	0	0	0	0	0	0	0	0	0	0	0	0	854.673	854.673	802.848	316.581	0	0	1152.63	885.937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
172	0	0	61.2587	4.46426	5.55249	2.31289	7.60505	3.5255	9.85865	4.73285	0	0	0	0	0	0	103.546	20.0456	148.427	26.0003	0	0	53.9563	32.6308	0	0	0	0	0	0	58.5414	29.3972	72.8503	43.505	25.4407	24.9298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	690.64	690.64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	865.787	862.957	834.158	822.752	0	0	0	0	0	0	0	0	0	0	0	0	972.372	972.372	944.944	757.706	897.461	784.356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	545.613	324.665	0	0	960.453	906.014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
173	0	0	57.1054	4.34967	5.5289	2.29848	7.86138	3.54383	8.85228	4.66315	0	0	0	0	0	0	114.432	20.0641	135.535	24.4503	0	0	119.742	44.875	0	0	0	0	0	0	58.4962	29.6662	89.5169	44.95	25.7429	25.3214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	757.815	685.941	500.215	500.215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	869.864	869.864	805.709	784.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	403.894	273.915	0	0	1211.64	1183.57	0	0	0	0	0	0	0	0	0	0	0	0	1140.08	1140.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
174	0	0	52.098	4.30451	5.46618	2.29035	7.9239	3.54414	9.41912	4.71249	0	0	0	0	0	0	99.9577	19.1642	128.4	24.0068	0	0	337.653	50.4877	0	0	0	0	0	0	51.4419	29.6525	88.2409	41.5862	26.4701	25.7356	0	0	0	0	0	0	0	0	502.856	502.856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	809.818	770.575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	730.255	661.966	0	0	0	0	0	0	0	0	0	0	0	0	407.18	407.18	343.92	233.168	0	0	483.181	464.025	0	0	0	0	0	0	0	0	0	0	0	0	1310.18	1310.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
175	0	0	48.8897	4.26581	5.50365	2.30095	8.2161	3.5468	9.75368	4.72668	0	0	0	0	0	0	82.2952	19.0798	112.856	23.3753	0	0	48.4836	31.0233	0	0	0	0	0	0	59.9841	30.2812	92.6883	43.3146	26.8415	26.1703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	807.977	807.977	183.458	183.458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	480.989	480.989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	756.518	316.461	0	0	773.704	600.77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
176	0	0	52.6328	4.30715	5.63499	2.30959	7.68926	3.49525	9.90506	4.71837	0	0	0	0	0	0	85.545	20.389	129.786	24.5914	0	0	78.5624	38.2608	0	0	0	0	0	0	58.9782	29.8382	106.106	40.0831	27.3415	26.6262	0	0	0	0	0	0	0	0	366.49	408.886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	745.855	635.95	654.551	654.551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.05609	2.01264	0	0	0	0	0	0	0	0	0	0	0	0	1114.4	1129.93	494.098	336.865	0	0	833.732	817.59	0	0	0	0	0	0	0	0	0	0	0	0	336.151	336.151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
177	0	0	52.9862	4.29579	5.44833	2.28903	7.71006	3.49051	9.55056	4.69687	0	0	0	0	0	0	146.474	22.7328	128.14	24.7089	0	0	353.405	62.1244	0	0	0	0	0	0	52.6956	29.6913	41.8425	36.5011	27.8261	27.1034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	812.08	808.532	211.09	211.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	858.925	820.006	0	0	0	0	0	0	0	0	0	0	0	0	761.391	761.391	522.491	300.54	0	0	791.87	777.824	0	0	0	0	0	0	0	0	0	0	0	0	1194.74	1194.74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
178	0	0	51.81	4.24664	5.53174	2.30355	7.7144	3.49255	9.64201	4.67316	0	0	0	0	0	0	150.832	22.7456	117.787	23.9888	0	0	36.448	27.3199	0	0	0	0	0	0	51.4246	29.9286	46.267	38.9677	28.6077	27.6309	0	0	0	0	0	0	0	0	413.169	413.169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	622.741	647.527	786.634	762.417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	452.882	348.207	0	0	0	0	0	0	0	0	0	0	0	0	1196.12	1196.12	547.017	311.355	0	0	1052.69	1087.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
179	0	0	47.5593	4.21942	5.60965	2.31034	7.6512	3.4843	8.90713	4.61113	0	0	0	0	0	0	75.6041	19.5579	115.657	24.1527	0	0	43.5116	30.063	0	0	0	0	0	0	62.0584	31.31	53.7176	42.6002	29.0664	28.1876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	787.167	794.701	821.029	821.029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	752.914	726.413	910.4	919.242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	694.48	313.272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
180	0	0	56.9763	4.28353	5.83993	2.31505	7.72614	3.48332	9.23226	4.65528	0	0	0	0	0	0	122.289	21.349	131.709	25.3011	0	0	59.1737	34.948	0	0	0	0	0	0	60.4028	31.1297	81.057	45.635	29.766	28.7842	0	0	0	0	0	0	0	0	498.451	498.451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.17159	1.17159	0	0	0	0	0	0	0	0	0	0	0	0	880.18	880.18	748.556	701.668	501.389	501.389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	685.479	581.831	927.852	832.246	0	0	0	0	0	0	0	0	0	0	0	0	1236.25	1236.25	762.096	335.444	0	0	923.698	923.698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
181	0	0	59.0291	4.28009	5.62445	2.2952	7.6501	3.47533	10.1116	4.7154	0	0	0	0	0	0	141.938	21.4633	138.233	25.797	0	0	191.056	57.3156	0	0	0	0	0	0	56.4618	31.3246	115.844	47.3085	30.726	29.4312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	781.516	680.758	848.005	848.005	731.922	731.922	0	0	0	0	0	0	0	0	0	0	0	0	0.847334	0.847334	3.25998	3.25998	283.62	283.62	0	0	0	0	0	0	0	0	0	0	482.356	482.356	1021.89	408.261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
182	0	0	56.2278	4.225	5.47738	2.29183	7.63051	3.48019	9.85984	4.66287	0	0	0	0	0	0	87.4163	19.6653	138.635	25.569	0	0	388.46	47.7492	0	0	0	0	0	0	75.3125	31.1544	69.3265	42.5094	31.415	30.1572	0	0	0	0	0	0	506.473	506.473	230.186	230.186	513.134	513.134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	762.809	709.706	410.243	409.863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300.623	300.623	476.584	464.207	544.769	416.665	0	0	0	0	0	0	0	0	0	0	1125.55	740.027	875.914	400.849	0	0	590.377	590.377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
183	0	0	56.6276	4.2399	5.57125	2.29662	7.69733	3.48771	9.03002	4.60047	0	0	0	0	0	0	132.249	23.1565	145.681	26.0736	0	0	34.4347	26.7858	0	0	0	0	0	0	46.3518	30.4246	80.6965	41.5781	32.2789	30.9434	0	0	0	0	0	0	0	0	322.163	322.163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	838.948	746.045	808.032	808.032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	376.167	376.167	0	0	0	0	0	0	0	0	0	0	0	0	771.809	315.976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
184	0	0	58.7914	4.20038	5.69064	2.30127	7.48908	3.47484	9.12758	4.61213	0	0	0	0	0	0	161.912	22.0572	137.136	25.6354	0	0	38.0612	28.847	0	0	0	0	0	0	47.4401	31.3777	84.9463	43.3137	33.3279	31.8008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	833.852	827.967	835.981	828.832	0	0	0	0	0	0	0	0	0	0	0	0	979.352	979.352	939.683	944.309	781.033	640.384	0	0	0	0	0	0	0	0	0	0	0	0	1000.5	975.589	572.969	338.217	0	0	1233.71	1233.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
185	0	0	57.823	4.17266	5.69749	2.29496	7.49373	3.47743	8.95456	4.60446	0	0	0	0	0	0	124.623	20.6764	145.576	25.6569	0	0	43.822	31.6555	0	0	0	0	0	0	51.7952	33.17	85.1713	42.3542	34.7429	32.7835	0	0	0	0	0	0	0	0	0	0	509.967	509.967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	831.348	794.448	280.084	272.313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	915.002	915.002	781.22	649.574	0	0	0	0	0	0	0	0	0	0	0	0	1175.74	1175.74	773.414	387.53	0	0	2.80448	2.56121	0	0	0	0	0	0	0	0	0	0	0	0	1273.02	1015.26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
186	0	0	54.7672	4.13596	5.58727	2.28106	7.74199	3.4971	9.00036	4.61572	0	0	0	0	0	0	134.924	21.0143	142.393	25.3176	0	0	52.5034	35.8481	0	0	0	0	0	0	84.5259	34.6767	57.659	43.1284	36.0372	33.9199	0	0	0	0	0	0	0	0	504.332	504.332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	458.846	458.846	607.181	607.181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	756.289	738.392	922.663	889.427	0	0	0	0	0	0	0	0	0	0	0	0	1233.89	1233.89	382.81	258.962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
187	0	0	49.0682	4.04713	5.58074	2.28044	7.78971	3.49575	9.40528	4.65022	0	0	0	0	0	0	132.721	20.259	130.291	23.9197	0	0	73.8535	43.9044	0	0	0	0	0	0	47.3853	31.1578	87.1753	42.6421	37.7478	35.2361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	794.8	781.031	674.323	509.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	746.016	647.452	610.98	610.98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	412.979	256.512	0	0	1159.48	860.791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
188	0	0	42.6422	3.99711	5.44289	2.26922	7.80532	3.48989	9.58283	4.65516	0	0	0	0	0	0	87.0096	17.1742	108.051	23.2813	0	0	364.594	91.5111	0	0	0	0	0	0	50.2563	32.5655	68.0137	47.7355	39.5033	36.7033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	522.471	477.626	825.606	590.488	653.284	506.597	0	0	0	0	0	0	0	0	0	0	0	0	1062.62	1055.44	979.352	587.498	0	0	0	0	0	0	0	0	0	0	0	0	1175.91	1175.91	564.972	332.448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
189	0	0	48.9157	4.00902	5.19633	2.25968	7.74296	3.46334	9.48613	4.62442	0	0	0	0	0	0	97.19	18.6806	125.15	24.2913	0	0	71.607	38.7721	0	0	0	0	0	0	68.3119	34.3995	138.48	41.7104	42.0686	38.4259	0	0	0	0	0	0	0	0	363.737	363.737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	635.215	606.187	0	0	452.282	452.282	0	0	0	0	0	0	0	0	0	0	0	0	826.772	804.039	687.39	687.39	70.0111	70.0111	0	0	0	0	0	0	0	0	414.085	414.085	0	0	881.448	315.156	0	0	479.017	470.052	139.223	139.223	0	0	0	0	0	0	0	0	0	0	1081.04	1081.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
190	0	0	48.5787	4.01406	5.55829	2.27961	7.19923	3.43168	8.72447	4.57843	0	0	0	0	0	0	86.7458	18.7113	129.21	24.7917	0	0	239.966	72.4448	0	0	0	0	0	0	60.6999	34.0059	37.1567	33.893	45.1315	40.5712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	767.292	714.281	481.871	470.349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	443.798	443.798	789.914	777.139	0	0	0	0	0	0	0	0	0	0	0	0	1143.31	1143.31	668.063	338.229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
191	0	0	56.7765	4.06989	5.60056	2.28499	7.64554	3.46664	8.74659	4.59982	0	0	0	0	0	0	141.563	21.8161	153.902	25.8059	0	0	512.922	55.3932	0	0	0	0	0	0	62.4468	35.0546	39.444	35.439	48.9822	43.2076	0	0	0	0	0	0	0	0	237.855	237.855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	818.976	779.05	813.383	813.383	555.973	555.973	0	0	0	0	0	0	0	0	0	0	0	0	0.17869	0.17869	3.81789	3.81789	183.125	183.125	0	0	0	0	0	0	0	0	0	0	534.984	534.984	246.356	213.007	0	0	3.38095	3.38095	0	0	0	0	0	0	0	0	0	0	0	0	1391.23	1391.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
192	0	0	51.8155	3.99855	5.35894	2.27514	7.82483	3.47158	9.17321	4.62967	0	0	0	0	0	0	96.3294	19.9402	140.308	24.7017	0	0	34.4074	22.8624	0	0	0	0	0	0	67.0026	36.1478	42.2976	37.3763	54.0433	46.8033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	674.441	575.353	596.342	490.195	0	0	0	0	0	0	0	0	0	0	0	0	522.435	522.435	742.571	787.716	769.159	769.159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	664.93	351.104	0	0	1227.75	1211.32	0	0	0	0	0	0	0	0	0	0	0	0	1362.57	1362.57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
193	0	0	45.2448	3.95698	5.66014	2.29158	7.42981	3.4452	8.8406	4.61623	0	0	0	0	0	0	124.316	21.7873	116.139	23.7443	0	0	39.2482	24.7172	0	0	0	0	0	0	77.0814	35.8448	46.604	39.8712	61.7881	51.8	0	0	0	0	0	0	0	0	336.252	336.252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	665.878	665.878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	805.413	667.596	498.806	404.453	0	0	0	0	0	0	0	0	0	0	0	0	784.505	784.505	0	0	843.786	843.786	659.323	659.323	0	0	0	0	0	0	0	0	0	0	0	0	697.113	342.71	0	0	1192.06	1182.32	0	0	0	0	0	0	0	0	0	0	0	0	1176.97	1176.97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
194	0	0	54.4573	4.01459	5.67396	2.29344	7.66137	3.47336	9.26988	4.64981	0	0	0	0	0	0	163.807	22.4232	139.614	25.0372	0	0	382.167	56.8981	0	0	0	0	0	0	78.7783	34.4001	53.1188	43.4991	76.2945	60.4675	0	0	0	0	0	0	0	0	0	0	393.623	393.623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	407.215	407.215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	798.97	775.489	779.988	729.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	968.631	895.376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	620.08	356.151	0	0	3.70449	3.70449	0	0	0	0	0	0	0	0	0	0	0	0	1379.95	1379.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
195	0	0	47.3418	3.98415	5.83332	2.29543	7.76152	3.46803	9.69208	4.6593	0	0	0	0	0	0	137.78	20.0675	131.904	25.0375	0	0	368.686	56.297	0	0	0	0	0	0	58.8191	33.875	66.2394	49.7139	172.735	77.8603	0	0	0	0	0	0	0	0	22.837	22.8688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	816.331	753.971	365.629	365.629	866.908	866.908	0	0	0	0	0	0	0	0	0	0	0	0	0.741367	0.741367	3.98651	3.98651	0	0	0	0	0	0	0	0	0	0	0	0	124.86	124.86	552.778	315.251	0	0	1101.39	1101.39	0	0	0	0	0	0	0	0	0	0	220.2	220.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
