i	j	k	LDT	LTT	proton_D	proton_T	deuteron_D	deuteron_T	triton_D	triton_T	H4_D	H4_T	He3_D	He3_T	alpha_D	alpha_T	He6_D	He6_T	Li4_D	Li4_T	Li6_D	Li6_T	Li7_D	Li7_T	Li8_D	Li8_T	Li9_D	Li9_T	Be6_D	Be6_T	Be7_D	Be7_T	Be8_D	Be8_T	Be9_D	Be9_T	Be10_D	Be10_T	B8_D	B8_T	B9_D	B9_T	B10_D	B10_T	B11_D	B11_T	B12_D	B12_T	C10_D	C10_T	C11_D	C11_T	C12_D	C12_T	C13_D	C13_T	C14_D	C14_T	C16_D	C16_T	N12_D	N12_T	N13_D	N13_T	N14_D	N14_T	N15_D	N15_T	N16_D	N16_T	N17_D	N17_T	O14_D	O14_T	O15_D	O15_T	O16_1_D	O16_1_T	O16_D	O16_T	O17_D	O17_T	O18_D	O18_T	O19_D	O19_T	F16_D	F16_T	F17_D	F17_T	F18_D	F18_T	F19_D	F19_T	F20_D	F20_T	Ne17_D	Ne17_T	Ne18_D	Ne18_T	Ne19_D	Ne19_T	Ne20_D	Ne20_T	Ne21_D	Ne21_T	Ne22_D	Ne22_T	Na21_D	Na21_T	Na22_D	Na22_T	Na23_D	Na23_T	Na24_D	Na24_T	Mg24_D	Mg24_T	Mg25_D	Mg25_T	Mg26_D	Mg26_T	Al26_D	Al26_T	Al27_D	Al27_T	Al28_D	Al28_T	Si28_D	Si28_T	Si29_D	Si29_T	Si30_D	Si30_T	P30_D	P30_T
173	0	0	56.2527	3.9091	4.88777	2.16948	6.36949	2.85142	4.50309	2.90121	0	0	36.1247	23.3766	159.392	24.9116	0	0	0	0	25.3799	24.1827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
174	0	0	80.0179	4.06665	4.83683	2.23579	6.31292	2.8446	5.46999	3.0093	0	0	72.1117	31.1252	208.787	25.0714	0	0	0	0	26.0829	24.7078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	755.396	634.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	530.669	392.154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
175	0	0	63.3718	3.90667	4.89357	2.254	6.41481	2.85592	6.45169	3.03774	0	0	300.519	45.4196	69.3583	19.3468	0	0	0	0	26.9694	25.2751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	758.183	653.694	0	0	0	0	0	0	0.561601	0.561601	0	0	0	0	0	0	0	0	0	0	0	0	138.807	131.92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
176	0	0	46.5905	3.71225	5.82172	2.24466	5.93253	2.80488	5.55476	3.04687	0	0	234.373	35.5012	93.14	19.4059	0	0	0	0	27.9235	25.908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
177	0	0	37.9361	3.64379	4.38709	2.18395	5.50042	2.82048	7.21336	3.14324	0	0	26.3485	18.6876	114.911	21.4207	0	0	0	0	28.9225	26.5984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350.1	276.741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
178	0	0	35.7503	3.64554	4.77278	2.21946	6.34034	2.87961	7.22756	3.11485	0	0	31.8	20.702	113.023	20.8605	0	0	0	0	29.6295	27.3714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147.132	147.132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
179	0	0	56.1403	3.81065	4.92121	2.22191	5.8865	2.87283	5.64282	3.0691	0	0	53.2764	25.3252	173.409	23.753	0	0	0	0	30.9622	28.2448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173.936	173.936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
180	0	0	50.5143	3.75757	4.81487	2.21994	6.76398	2.92559	9.64053	3.35196	0	0	244.22	33.8911	115.169	20.5072	0	0	0	0	32.3853	29.2431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
181	0	0	32.3168	3.58562	5.91725	2.34665	7.09153	2.9308	8.0075	3.10634	0	0	33.3484	21.4176	111.364	18.6182	0	0	0	0	33.8275	30.3839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78.6272	78.6272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
182	0	0	13.8076	3.5032	5.16624	2.29851	6.89832	2.9167	9.09992	3.18843	0	0	50.7395	26.0671	25.5646	16.3059	0	0	0	0	36.5325	31.7867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196.598	196.598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
183	0	0	61.8549	3.75319	4.35649	2.22899	6.40157	2.83393	4.27573	2.82995	0	0	251.569	40.2106	149.881	21.5346	0	0	0	0	39.476	33.5881	0	0	0	0	0	0	0	0	0	0	331.797	331.797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
184	0	0	38.8849	3.65015	6.47648	2.36224	5.68904	2.77664	5.06998	2.91682	0	0	108.013	32.0077	114.335	19.3527	0	0	0	0	44.4866	36.0266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	366.09	366.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
185	0	0	27.5885	3.5114	4.94557	2.25665	4.8837	2.74307	6.36713	2.92299	0	0	286.945	29.6185	32.1015	18.1864	0	0	0	0	51.6797	39.7289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
186	0	0	54.6951	3.84678	5.87013	2.33184	5.74604	2.84484	4.50291	2.85948	0	0	43.9466	21.8473	128.048	23.6017	0	0	0	0	70.7083	47.0863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	887.256	716.828	0	0	0	0	0	0	0	0	0	0	307.172	307.172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
187	0	0	56.9243	3.8195	6.43452	2.31854	5.51963	2.84027	7.05629	3.02073	0	0	296.029	41.5639	109.453	20.7066	0	0	0	0	145.917	60.1645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	385.903	357.394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
188	0	0	40.1882	3.60555	5.23671	2.23881	6.09774	2.86063	5.0971	2.9217	0	0	18.43	14.6284	125.094	23.4232	0	0	0	0	36.4812	31.616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
189	0	0	58.7134	3.62913	5.50862	2.25802	5.57472	2.87087	6.17863	2.92227	0	0	19.725	15.3467	191.815	23.9723	0	0	0	0	38.9726	33.3836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
190	0	0	14.2448	3.36326	5.12831	2.24735	6.07692	2.96509	4.13091	2.83897	0	0	21.1069	16.175	26.6618	17.1716	0	0	0	0	43.0958	35.7448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	446.772	298.776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
191	0	0	14.7705	3.46865	4.98707	2.23157	7.18814	3.03799	4.56033	2.90373	0	0	23.2489	17.2492	36.0759	18.9828	0	0	0	0	49.3201	39.1211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243.098	243.098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
192	0	0	43.6492	3.77762	6.11742	2.30908	6.13265	2.96898	5.32626	3.00936	0	0	25.6225	18.67	134.078	24.6794	0	0	0	0	61.7304	44.88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136.74	120.856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
193	0	0	80.2729	3.98284	5.49422	2.2319	7.82081	3.13397	7.05281	3.0876	0	0	30.5231	20.6949	185.68	25.3327	0	0	0	0	109.64	62.4897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	732.845	682.444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.7554	30.7554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
194	0	0	45.9909	3.66457	5.05631	2.22399	8.82526	3.16047	6.86361	3.05116	0	0	39.2368	24.0061	138.513	21.6939	0	0	0	0	166.674	50.4125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	442.071	310.698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
195	0	0	18.784	3.48512	5.14694	2.21363	7.86813	3.09677	4.96974	2.96467	0	0	77.1598	33.7124	44.315	18.6758	0	0	0	0	28.1973	27.0504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192.368	192.368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
196	0	0	121.309	4.14452	6.5112	2.27725	9.5564	3.20785	6.45872	3.02269	0	0	346.172	44.4139	322.128	31.5594	0	0	0	0	29.3603	27.7859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207.557	204.022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
197	0	0	39.9853	3.55111	5.2154	2.14578	9.08945	3.05454	4.30213	2.92675	0	0	41.1828	24.2287	120.997	22.7631	0	0	0	0	30.1071	28.6048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275.252	214.08	0	0	0	0	0	0	0	0	0	0	0	0	488.14	359.66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
198	0	0	66.9811	3.58822	4.19242	2.11101	7.72416	2.86552	4.57568	2.99439	0	0	74.5965	34.5671	220.808	24.7841	0	0	0	0	31.6239	29.5479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220.038	181.645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
199	0	0	39.6855	3.38983	5.13535	2.17223	6.05773	2.71094	5.21156	3.09218	0	0	369.019	54.0794	55.688	18.6558	0	0	0	0	33.0398	30.5908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
200	0	0	34.5746	3.26222	4.1485	2.11485	5.12479	2.7118	7.21842	3.20976	0	0	81.6431	28.8845	125.24	18.7205	0	0	0	0	34.2599	31.7772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	286.42	233.504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
201	0	0	33.2285	3.31908	4.60675	2.23583	5.98352	2.73977	5.03302	3.11714	0	0	448.395	54.3252	23.9052	16.6817	0	0	0	0	36.0502	33.2263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	468.81	338.245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
202	0	0	11.4556	3.27082	5.44638	2.29736	5.9075	2.78651	5.82116	3.25209	0	0	7.60951	7.6012	28.6953	17.8926	0	0	0	0	38.6652	34.9667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181.729	173.961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
203	0	0	16.4883	3.43001	5.90385	2.27366	7.15797	2.87763	8.69546	3.53617	0	0	7.68776	7.64832	44.9787	20.3928	0	0	0	0	41.8141	37.1474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
204	0	0	40.7047	3.58886	4.6036	2.21576	7.70871	2.90741	10.9967	3.66543	0	0	7.71433	7.69568	133.531	24.4536	0	0	0	0	46.1246	39.9801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87.7762	87.7762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
205	0	0	66.7047	3.65802	5.67676	2.27841	8.0101	2.76244	9.12301	3.47106	0	0	7.77828	7.747	214.935	27.4047	0	0	0	0	52.2368	43.9419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
206	0	0	42.533	3.4162	5.50484	2.29512	5.13445	2.57387	9.72754	3.30752	0	0	7.83955	7.79588	145.839	22.9393	0	0	0	0	63.3189	50.2362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246.607	246.607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
207	0	0	53.2471	3.47791	6.91248	2.40884	3.96552	2.53443	7.72985	3.15633	0	0	7.86849	7.84555	179.68	22.849	0	0	0	0	88.5544	63.9471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	498.421	431.754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186.348	173.944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
208	0	0	18.622	3.19427	7.09555	2.35184	5.85102	2.68168	4.39379	2.90438	0	0	7.89614	7.89415	20.2003	15.6957	0	0	0	0	191.708	95.216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211.064	177.379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
209	0	0	9.01745	3.00073	6.27904	2.22671	4.68168	2.57484	4.6399	2.96792	0	0	7.92845	7.94434	22.4652	16.414	0	0	0	0	26.524	26.5248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84.809	84.809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210	0	0	32.7937	3.16227	5.5477	2.14053	5.19783	2.64176	5.0991	3.05127	0	0	8.005	7.99616	121.463	20.8994	0	0	0	0	27.1179	27.1167	0	0	0	0	0	0	0	0	0	0	409.381	409.381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
211	0	0	11.9268	3.07021	4.03229	2.05782	4.26934	2.61808	6.01409	3.1796	0	0	8.09428	8.05088	35.8388	19.2383	0	0	0	0	27.7483	27.7424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81.1261	81.1261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
212	0	0	50.4566	3.37568	4.72907	2.10042	6.85431	2.79371	7.63727	3.27042	0	0	8.10227	8.10854	142.648	23.9964	0	0	0	0	28.417	28.4049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	700.339	576.392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	249.058	224.009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
213	0	0	42.5597	3.3267	5.5158	2.1784	4.98687	2.63896	6.58532	3.28158	0	0	8.20707	8.16758	146.453	24.1773	0	0	0	0	29.1545	29.1636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	266.019	240.432	0	0	0	0	0	0	0	0	0	0	128.737	128.737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
