i	j	k	Dose(Gy)	proton	proton_f	deuteron	deuteron_f	triton	triton_f	H4	H4_f	He3	He3_f	alpha	alpha_f	He6	He6_f	Li4	Li4_f	Li6	Li6_f	Li7	Li7_f	Li8	Li8_f	Li9	Li9_f	Be6	Be6_f	Be7	Be7_f	Be8	Be8_f	Be9	Be9_f	Be10	Be10_f	B8	B8_f	B9	B9_f	B10	B10_f	B11	B11_f	B12	B12_f	C10	C10_f	C11	C11_f	C12	C12_f	C13	C13_f	C14	C14_f	C16	C16_f	N12	N12_f	N13	N13_f	N14	N14_f	N15	N15_f	N16	N16_f	N17	N17_f	O14	O14_f	O15	O15_f	O16_1	O16_1_f	O16	O16_f	O17	O17_f	O18	O18_f	O19	O19_f	F16	F16_f	F17	F17_f	F18	F18_f	F19	F19_f	F20	F20_f	Ne17	Ne17_f	Ne18	Ne18_f	Ne19	Ne19_f	Ne20	Ne20_f	Ne21	Ne21_f	Ne22	Ne22_f	Na21	Na21_f	Na22	Na22_f	Na23	Na23_f	Na24	Na24_f	Mg24	Mg24_f	Mg25	Mg25_f	Mg26	Mg26_f	Al26	Al26_f	Al27	Al27_f	Al28	Al28_f	Si28	Si28_f	Si29	Si29_f	Si30	Si30_f	P30	P30_f
48	0	0	0.000350962	5.17579e-07	1584	4.36418e-07	961	1.68342e-07	365	0	0	4.73047e-07	142	1.9176e-06	787	4.33071e-08	5	0	0	2.30688e-07	55	3.51513e-08	16	2.01699e-08	4	0	0	0	0	1.04604e-07	12	1.30859e-17	2	1.06269e-08	1	0	0	4.83371e-09	1	0	0	6.98525e-08	10	1.06663e-07	11	5.35378e-09	1	2.25364e-08	3	1.69195e-07	20	1.11415e-06	147	2.20495e-07	27	4.57328e-08	7	0	0	1.07629e-08	1	1.02736e-07	6	1.50831e-06	126	1.03591e-06	109	0	0	0	0	0	0	1.88295e-06	101	0.000302359	25996	8.86595e-07	57	1.44733e-07	4	3.01533e-08	1	0	0	0	0	0	0	4.05574e-08	1	1.50491e-07	2	0	0	0	0	0	0	0	0	8.57243e-08	1	9.17023e-08	1	0	0	0	0	6.29322e-08	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
49	0	0	0.000359135	5.27273e-07	1589	4.10703e-07	954	1.74576e-07	366	0	0	3.54539e-07	132	1.81168e-06	771	3.37633e-08	5	0	0	2.2212e-07	54	4.37532e-08	16	1.00416e-08	3	0	0	0	0	8.19747e-08	10	0	0	1.26198e-08	1	0	0	4.68153e-09	1	0	0	1.15132e-07	13	7.74259e-08	11	5.29272e-09	1	2.38215e-08	3	1.87904e-07	20	1.177e-06	150	1.85595e-07	23	4.66601e-08	7	0	0	1.10597e-08	1	1.03853e-07	6	1.5895e-06	127	1.1969e-06	112	6.21445e-09	1	0	0	0	0	1.85618e-06	100	0.000310291	25963	9.49492e-07	55	1.91247e-07	4	4.81639e-08	2	0	0	0	0	0	0	6.83251e-08	1	3.91712e-08	1	0	0	0	0	0	0	0	0	8.98846e-08	2	6.11213e-09	1	0	0	0	0	9.49243e-08	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50	0	0	0.000368511	5.43365e-07	1624	4.43039e-07	970	1.83386e-07	373	0	0	4.25662e-07	135	1.71826e-06	784	5.41887e-08	6	0	0	2.18411e-07	53	5.09602e-08	14	1.6329e-08	4	0	0	0	0	4.79558e-08	8	1.68636e-16	1	4.12637e-08	3	0	0	4.96576e-09	1	0	0	1.37037e-07	14	1.08168e-07	12	5.3617e-09	1	2.4377e-08	3	1.95893e-07	21	1.36143e-06	162	1.66998e-07	24	4.80658e-08	7	0	0	1.17117e-08	1	1.11558e-07	7	1.56894e-06	127	1.30389e-06	113	3.14259e-08	1	0	0	0	0	1.91769e-06	97	0.000319081	25942	9.38253e-07	60	1.18731e-07	3	6.62269e-08	1	0	0	0	0	0	0	0	0	3.08633e-08	1	0	0	0	0	0	0	0	0	9.36589e-08	1	6.18418e-08	1	5.03327e-14	2	0	0	3.98003e-08	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51	0	0	0.000379091	5.58714e-07	1652	4.86486e-07	992	1.7445e-07	374	0	0	3.46272e-07	130	1.83789e-06	779	7.16239e-08	7	0	0	2.33782e-07	57	5.24712e-08	14	2.6226e-08	4	0	0	0	0	5.49887e-08	8	0	0	4.60185e-08	3	0	0	4.75072e-09	1	0	0	9.83758e-08	14	1.13749e-07	12	5.27401e-09	1	2.55553e-08	3	1.98526e-07	20	1.40789e-06	175	1.64318e-07	24	4.81448e-08	7	0	0	1.23617e-08	1	1.43192e-07	6	1.66038e-06	126	1.38833e-06	117	4.13648e-08	1	0	0	0	0	2.01776e-06	95	0.000328556	25908	1.24315e-06	64	2.59828e-08	1	0	0	0	0	0	0	0	0	0	0	1.3685e-07	3	0	0	0	0	0	0	0	0	0	0	1.19555e-07	2	0	0	0	0	7.63035e-08	1	0	0	9.61038e-08	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
52	0	0	0.000390388	5.72191e-07	1675	4.7847e-07	995	1.85287e-07	380	0	0	3.58713e-07	131	1.82288e-06	785	8.95261e-08	6	0	0	2.3408e-07	57	5.3599e-08	15	2.63584e-08	4	0	0	0	0	7.08062e-08	9	0	1	8.21215e-09	2	0	0	5.20101e-09	1	0	0	1.34217e-07	13	8.87228e-08	12	6.11091e-09	1	2.62851e-08	3	2.34832e-07	21	1.65535e-06	194	1.82986e-07	24	5.16815e-08	8	0	0	1.32614e-08	1	7.31914e-08	5	1.76855e-06	127	1.43717e-06	113	4.87469e-08	2	0	0	0	0	2.05151e-06	92	0.000339218	25879	1.21478e-06	62	6.3816e-08	2	0	0	0	0	0	0	0	0	0	0	1.6771e-07	3	0	0	0	0	0	0	0	0	7.00166e-09	1	1.41958e-07	2	9.97945e-14	2	0	0	4.94826e-08	1	0	0	8.45699e-09	1	1.14104e-08	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
53	0	0	0.000403027	5.83218e-07	1711	4.56172e-07	1008	1.93235e-07	382	0	0	3.97505e-07	131	1.82046e-06	791	5.2669e-08	4	0	0	2.31237e-07	59	6.73222e-08	15	1.17492e-08	3	0	0	0	0	6.41993e-08	8	0	0	8.98046e-09	1	8.52508e-09	2	5.33453e-09	1	0	0	1.57242e-07	14	8.35152e-08	12	5.97133e-09	1	2.80176e-08	3	2.60795e-07	22	1.94187e-06	205	2.14595e-07	25	7.74383e-08	8	0	0	1.42103e-08	1	5.76405e-08	4	1.88775e-06	123	1.46474e-06	120	0	0	0	0	0	0	2.30924e-06	91	0.000350916	25848	1.078e-06	60	0	0	0	0	0	0	0	0	0	0	0	0	1.99832e-08	1	3.23e-08	1	0	0	0	0	0	0	1.35271e-07	2	1.40307e-07	3	1.82275e-08	1	0	0	1.10561e-07	1	0	0	0	0	8.39402e-08	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
54	0	0	0.000416993	5.83898e-07	1736	4.94039e-07	1017	1.80232e-07	384	0	0	3.80786e-07	130	1.96303e-06	784	3.58477e-08	2	0	0	2.36281e-07	55	3.58155e-08	14	1.22677e-08	3	0	0	0	0	6.50735e-08	9	0	0	1.22525e-08	2	2.05434e-08	2	5.26101e-09	1	0	0	1.06251e-07	11	9.1635e-08	10	6.21651e-09	1	2.98557e-08	3	2.38419e-07	20	1.98947e-06	208	2.11742e-07	24	8.91873e-08	8	0	0	1.48633e-08	1	6.46488e-08	5	1.9486e-06	124	1.42908e-06	121	0	0	0	0	0	0	2.19687e-06	86	0.000364141	25817	1.41308e-06	66	1.08497e-13	2	5.82577e-08	1	5.15753e-08	1	0	0	1.76616e-08	2	8.18702e-08	2	9.61066e-09	1	8.46961e-08	1	0	0	0	0	0	0	1.03246e-07	3	1.42033e-07	4	1.39591e-07	4	0	0	9.6178e-09	1	6.22017e-08	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55	0	0	0.000432613	6.22179e-07	1756	4.83574e-07	1021	1.80373e-07	385	0	0	4.52576e-07	130	1.64559e-06	766	3.1397e-08	1	0	0	2.37499e-07	52	4.87704e-08	12	1.31102e-08	3	0	0	0	0	6.44193e-08	8	0	0	5.13959e-08	4	2.96753e-08	3	5.72915e-09	1	0	0	8.60632e-08	10	7.13014e-08	11	3.50084e-08	2	3.19843e-08	3	2.92303e-07	20	2.03811e-06	214	2.45123e-07	24	8.03639e-08	8	0	0	1.64905e-08	1	8.5908e-08	5	1.93084e-06	118	1.57192e-06	118	0	0	0	0	0	0	2.15932e-06	79	0.000379056	25787	1.53041e-06	67	1.47839e-08	1	2.95546e-08	2	5.20168e-08	1	2.82131e-16	2	0	0	1.16306e-07	2	1.0921e-07	4	1.12776e-07	3	0	0	0	0	0	0	1.05229e-07	5	3.08533e-07	4	9.54396e-08	2	0	0	0	0	1.03332e-07	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
56	0	0	0.000449628	6.6616e-07	1793	5.198e-07	1039	1.91539e-07	388	0	0	3.2109e-07	123	1.86147e-06	781	0	0	0	0	1.82272e-07	49	3.88731e-08	13	1.41666e-08	4	0	0	0	0	8.32339e-08	9	1.83082e-12	1	6.65707e-08	4	3.94724e-08	3	5.82678e-09	1	0	0	3.98686e-08	8	4.47709e-08	9	6.50595e-09	2	3.45087e-08	3	2.29147e-07	18	2.22006e-06	223	2.02728e-07	23	5.43971e-08	7	0	0	1.77856e-08	1	1.12308e-07	6	1.91031e-06	117	1.53468e-06	123	3.82397e-09	1	0	0	0	0	2.05983e-06	74	0.000396051	25761	1.5906e-06	68	9.65006e-08	3	4.34268e-15	1	0	0	0	0	1.64741e-08	1	7.27738e-08	3	6.39911e-08	2	6.93083e-08	2	0	0	0	0	0	0	1.62805e-07	7	1.04808e-07	3	5.09323e-14	2	0	0	1.35749e-07	2	2.54105e-07	3	0	0	3.72611e-08	1	5.55221e-10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
57	0	0	0.000469773	6.48069e-07	1805	5.00262e-07	1032	2.04746e-07	390	0	0	3.93393e-07	124	1.91834e-06	781	0	0	0	0	1.9789e-07	46	2.66183e-08	11	2.65346e-08	4	0	0	0	0	5.0116e-08	7	0	0	7.15355e-08	3	5.3411e-08	3	5.98801e-09	1	0	0	4.09631e-08	8	4.61547e-08	10	6.66805e-09	1	3.74337e-08	3	1.74218e-07	17	2.35322e-06	226	1.71852e-07	23	5.68773e-08	7	0	0	2.01656e-08	1	1.19465e-07	6	2.05299e-06	111	1.50005e-06	113	4.45282e-08	1	0	0	0	0	1.78941e-06	62	0.000415924	25730	1.59323e-06	62	4.96523e-08	1	3.44113e-08	3	0	0	0	0	0	0	7.95028e-08	2	1.93668e-07	3	0	0	0	0	0	0	0	0	1.20369e-07	2	1.38901e-07	2	5.88646e-14	2	0	0	9.7766e-08	1	1.09369e-07	2	0	0	2.42163e-07	4	1.03449e-07	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
58	0	0	0.000493205	6.49475e-07	1820	5.04536e-07	1034	1.96784e-07	387	0	0	4.02278e-07	121	2.05945e-06	779	0	0	0	0	1.63429e-07	44	3.26937e-08	11	3.39626e-08	4	0	0	0	0	6.04615e-08	7	9.23339e-16	1	7.13097e-09	1	6.47504e-08	3	6.27268e-09	1	0	0	4.21642e-08	9	5.63568e-08	11	6.64583e-09	1	4.29091e-08	3	1.75755e-07	16	2.49481e-06	232	1.79196e-07	22	5.83289e-08	7	0	0	2.45178e-08	1	1.05447e-07	5	2.14785e-06	109	1.68065e-06	117	3.90814e-08	2	0	0	0	0	1.91028e-06	58	0.000439105	25703	1.43764e-06	62	6.31876e-08	2	5.33909e-08	1	0	0	0	0	0	0	0	0	7.67428e-08	2	0	0	0	0	0	0	0	0	2.56918e-07	5	9.30677e-08	3	3.74125e-08	1	0	0	5.92226e-08	2	2.87225e-07	4	0	0	1.65035e-07	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59	0	0	0.000521188	6.61328e-07	1830	5.18849e-07	1037	1.9343e-07	390	0	0	4.8032e-07	118	2.00552e-06	767	0	0	0	0	1.73133e-07	43	4.05297e-08	12	2.87533e-08	4	0	0	0	0	8.38832e-08	7	4.48461e-16	2	0	0	1.91223e-08	2	6.22582e-09	1	0	0	5.08519e-08	13	8.93738e-08	10	6.84123e-09	1	5.10722e-08	3	1.52725e-07	15	2.64139e-06	235	1.88758e-07	24	6.01503e-08	7	0	0	3.28047e-08	1	1.07687e-07	6	2.02267e-06	100	1.62767e-06	117	0	0	0	0	0	0	1.7313e-06	52	0.0004671	25673	1.52283e-06	58	1.07718e-07	2	0	0	0	0	0	0	0	0	2.24201e-08	1	1.8166e-08	1	2.51555e-10	1	0	0	0	0	0	0	1.44786e-07	3	3.0684e-07	5	5.54654e-08	7	0	0	2.90761e-07	4	2.12348e-07	4	0	0	3.60912e-07	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60	0	0	0.000554331	6.53438e-07	1824	5.18843e-07	1031	2.03966e-07	391	0	0	2.65661e-07	103	1.86484e-06	748	4.07284e-09	1	0	0	1.52486e-07	41	3.28163e-08	14	2.02293e-08	3	0	0	0	0	4.61599e-08	7	1.38247e-23	1	0	0	0	0	7.05987e-09	1	0	0	9.91234e-08	14	9.49332e-08	9	7.37467e-09	1	6.6315e-08	3	1.72917e-07	15	2.82183e-06	237	2.3336e-07	23	6.25595e-08	7	0	0	5.4485e-08	1	9.90629e-08	7	1.96194e-06	94	1.68064e-06	112	0	0	0	0	0	0	1.43991e-06	40	0.000501723	25645	1.99897e-06	74	2.86261e-09	1	1.44755e-14	1	0	0	0	0	0	0	9.30472e-08	2	0	0	9.42502e-08	2	0	0	0	0	0	0	8.35147e-13	2	1.44117e-07	3	5.74737e-14	2	0	0	8.84947e-08	2	5.79034e-08	2	0	0	1.91113e-07	4	0	0	0	0	2.9782e-08	1	0	0	0	0	0	0	0	0	0	0	0	0
61	0	0	0.000597817	6.33082e-07	1839	4.92027e-07	1021	1.979e-07	387	0	0	2.94627e-07	99	1.86033e-06	729	8.18306e-09	1	0	0	1.52147e-07	39	4.51593e-08	12	2.40241e-08	3	0	0	0	0	3.51459e-08	6	0	0	0	0	3.66217e-09	1	7.24444e-09	1	0	0	1.70195e-07	13	6.45401e-08	10	7.60645e-09	1	3.03158e-08	2	1.74808e-07	15	3.00603e-06	233	2.14171e-07	23	6.53568e-08	7	0	0	0	0	1.52498e-07	7	1.94239e-06	87	1.73543e-06	111	0	0	0	0	0	0	1.44127e-06	34	0.000545595	25618	2.24147e-06	88	1.26854e-13	1	4.59939e-15	1	0	0	0	0	5.17112e-08	1	1.13729e-08	1	0	0	1.31178e-07	2	0	0	0	0	0	0	7.84149e-13	2	1.83022e-07	4	2.10931e-13	6	0	0	2.64034e-07	4	4.34533e-08	1	0	0	7.86574e-08	1	8.80418e-08	2	9.51609e-14	2	1.55037e-07	2	5.92528e-08	1	0	0	0	0	0	0	0	0	0	0
62	0	0	0.000654101	6.50275e-07	1858	4.80761e-07	1003	1.99468e-07	384	0	0	3.12776e-07	99	1.6162e-06	705	1.27069e-08	1	0	0	1.46157e-07	36	1.85018e-08	10	3.65579e-08	3	0	0	0	0	4.07099e-08	5	0	0	0	0	6.70639e-09	1	7.18813e-09	1	0	0	1.56739e-07	13	3.63874e-08	7	7.68142e-09	1	3.50613e-08	2	1.83926e-07	14	3.19388e-06	229	2.12473e-07	24	6.70916e-08	7	0	0	0	0	1.81362e-07	7	2.00921e-06	81	1.7722e-06	111	0	0	0	0	0	0	1.0702e-06	24	0.000604541	25584	2.55456e-06	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.39023e-08	1	0	0	0	0	0	0	4.91921e-13	2	2.22518e-09	1	4.86746e-08	3	1.26506e-08	1	1.15118e-07	3	0	0	8.56821e-08	1	8.46019e-08	1	1.02922e-07	2	2.73733e-08	6	1.6005e-07	3	7.38046e-08	1	0	0	0	0	0	0	0	0	0	0
63	0	0	0.000735142	6.84158e-07	1875	5.0155e-07	1002	2.0716e-07	382	0	0	2.74008e-07	97	1.67852e-06	697	2.80501e-08	1	0	0	1.16372e-07	35	1.89065e-08	9	1.92369e-08	3	0	0	0	0	3.80298e-08	5	0	2	0	0	6.78824e-09	1	7.72591e-09	1	0	0	5.88315e-08	9	6.31817e-08	9	8.19859e-09	1	4.51807e-08	2	1.68173e-07	14	3.51925e-06	224	2.48111e-07	24	7.18088e-08	7	0	0	0	0	1.74837e-07	6	1.88956e-06	77	1.98349e-06	104	0	0	0	0	0	0	4.16838e-07	12	0.000688943	25552	3.4122e-06	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6807e-08	1	2.03001e-13	1	4.56705e-09	9	5.84731e-08	1	2.56112e-07	5	1.58214e-07	3	1.73097e-09	2	8.0773e-08	4	1.54319e-07	3	2.40154e-07	8	1.62721e-07	3	1.65257e-07	3	0	0	4.70472e-08	1	0	0	0	0	0	0
64	0	0	0.000861408	6.81493e-07	1869	4.75898e-07	990	1.86962e-07	375	0	0	3.05875e-07	90	1.57248e-06	675	0	0	0	0	1.06622e-07	32	2.01989e-08	9	5.77994e-09	1	0	0	0	0	5.90285e-08	5	0	0	0	0	7.07287e-09	1	8.37804e-09	1	0	0	7.64237e-08	11	3.98239e-08	9	8.39995e-09	1	6.73781e-08	2	1.42183e-07	13	3.76869e-06	217	2.48453e-07	24	7.62771e-08	7	0	0	0	0	1.62033e-07	5	1.49893e-06	61	2.3052e-06	101	0	0	0	0	0	0	2.01712e-07	5	0.000825414	25516	4.4774e-06	112	0	0	0	0	0	0	0	0	9.34408e-08	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.06431e-14	2	0	0	1.28671e-08	1	4.81539e-08	3	0	0	0	0	1.42562e-07	3	1.07543e-07	6	7.97692e-08	2	2.78342e-08	2	5.08418e-08	1	4.06342e-08	4	1.86773e-09	1	0	0	0	0
65	0	0	0.00110794	6.8348e-07	1850	4.48017e-07	976	1.92749e-07	369	0	0	2.04335e-07	83	1.39351e-06	656	0	0	0	0	6.99133e-08	29	2.07671e-08	10	6.08024e-09	1	0	0	0	0	3.11411e-08	5	7.01162e-13	1	0	0	7.97142e-09	1	9.30255e-09	1	0	0	9.17605e-08	11	4.05056e-08	8	9.048e-09	1	4.18939e-08	1	1.58463e-07	12	3.75523e-06	202	2.56466e-07	21	8.22321e-08	7	0	0	0	0	7.36082e-08	3	1.35271e-06	53	2.34755e-06	93	0	0	0	0	0	0	8.02993e-08	2	0.00108659	25489	5.12196e-06	96	1.54486e-13	3	0	0	0	0	0	0	7.00862e-07	19	0	0	3.74013e-09	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.59961e-08	1	2.92097e-08	1	0	0	0	0	3.9546e-08	1	3.20849e-08	1	0	0	1.67103e-07	3	0	0	2.36309e-07	6	1.53133e-07	5	0	0	0	0
66	0	0	0.00151301	6.39667e-07	1814	4.2433e-07	955	1.84182e-07	363	0	0	1.96852e-07	78	1.29022e-06	634	0	0	0	0	6.18834e-08	28	2.21118e-08	10	6.98888e-09	1	0	0	0	0	3.44214e-08	4	0	0	0	0	8.40218e-09	1	1.03298e-08	1	0	0	7.17582e-08	8	4.30661e-08	7	9.14596e-09	1	0	0	1.31013e-07	11	3.42237e-06	178	2.30436e-07	20	9.03533e-08	7	0	0	0	0	1.06161e-07	3	1.07342e-06	41	2.21701e-06	82	0	0	0	0	0	0	6.83376e-08	2	0.00149846	25444	2.03373e-06	59	2.21924e-12	26	0	0	0	0	0	0	1.56922e-06	33	0	0	5.72242e-08	1	0	0	0	0	0	0	0	0	0	0	0	0	5.33719e-14	2	0	0	3.71639e-08	1	0	0	0	0	0	0	0	0	0	0	0	0	2.75604e-08	1	0	0	2.35564e-08	1	7.22723e-08	2	3.65521e-13	2	5.51301e-08	3
67	0	0	0.000348838	6.05906e-07	1781	4.32519e-07	953	1.70998e-07	358	0	0	1.62468e-07	73	1.16173e-06	621	0	0	0	0	5.44431e-08	27	2.6496e-08	9	7.93975e-09	1	0	0	0	0	1.63634e-08	3	0	0	0	0	9.9372e-09	1	1.14943e-08	1	0	0	6.11539e-08	8	4.47301e-08	8	9.94819e-09	1	0	0	1.50453e-07	11	3.05758e-06	158	2.56967e-07	21	1.06213e-07	7	0	0	0	0	8.13024e-08	3	1.03958e-06	36	1.61128e-06	62	0	0	0	0	0	0	6.45209e-08	1	0.000339063	14065	3.28021e-08	8	8.91837e-13	10	0	0	0	0	0	0	1.31446e-07	10	0	0	1.26382e-07	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.5784e-08	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.92385e-14	1	1.21428e-08	1
68	0	0	8.97537e-06	5.89734e-07	1746	4.08396e-07	938	1.67763e-07	354	0	0	1.355e-07	71	1.18516e-06	612	0	0	0	0	5.66807e-08	27	2.47473e-08	9	1.00434e-08	1	0	0	0	0	1.75185e-08	3	0	0	0	0	1.12081e-08	1	1.37857e-08	1	0	0	4.95392e-08	7	5.00223e-08	7	1.04306e-08	1	0	0	1.2322e-07	10	2.86036e-06	136	2.56485e-07	21	1.18415e-07	7	0	0	0	0	2.20127e-08	2	7.99991e-07	29	1.48765e-06	54	0	0	0	0	0	0	1.10405e-08	1	2.73985e-07	38	3.20043e-08	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
69	0	0	7.4208e-06	5.87095e-07	1730	4.0661e-07	927	1.88802e-07	351	0	0	1.21122e-07	70	1.2652e-06	604	0	0	0	0	5.85804e-08	27	1.4742e-08	8	1.75039e-08	1	0	0	0	0	1.97545e-08	3	0	0	0	0	1.33966e-08	1	1.72692e-08	1	0	0	5.35356e-08	7	5.48156e-08	7	1.13324e-08	1	0	0	1.5041e-07	10	2.34964e-06	115	2.61056e-07	19	1.03748e-07	6	0	0	0	0	2.59143e-08	1	5.15642e-07	22	9.48276e-07	43	0	0	0	0	0	0	0	0	0	0	1.41869e-09	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70	0	0	6.67943e-06	5.81936e-07	1705	4.0822e-07	921	1.58434e-07	344	0	0	1.41e-07	68	1.18336e-06	594	0	0	0	0	6.09271e-08	27	1.53173e-08	8	3.37943e-09	1	0	0	0	0	2.36565e-08	3	0	1	0	0	1.80755e-08	1	2.92459e-08	1	0	0	6.03534e-08	7	7.07363e-08	8	1.24138e-08	1	0	0	1.34107e-07	10	1.84401e-06	90	2.93599e-07	19	7.3179e-08	6	0	0	0	0	3.48099e-08	1	5.27883e-07	19	7.60536e-07	32	0	0	0	0	0	0	0	0	0	0	4.53105e-10	1	4.88183e-09	2	0	0	0	0	0	0	2.20581e-08	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71	0	0	6.14931e-06	5.55482e-07	1679	3.92239e-07	901	1.56128e-07	342	0	0	1.26579e-07	66	1.18706e-06	584	0	0	0	0	6.49769e-08	27	1.54215e-08	10	0	0	0	0	0	0	3.26063e-08	3	0	1	0	0	2.19514e-08	1	8.02861e-09	1	0	0	7.24089e-08	8	3.58721e-08	7	1.44802e-08	1	0	0	1.32163e-07	9	1.54278e-06	73	3.0635e-07	19	7.13443e-08	5	0	0	0	0	5.38374e-08	1	5.19324e-07	16	6.3373e-07	27	0	0	0	0	0	0	0	0	0	0	3.95137e-09	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
72	0	0	5.46698e-06	5.32631e-07	1644	3.83892e-07	890	1.57899e-07	339	0	0	1.35919e-07	64	1.22527e-06	571	0	0	0	0	7.64752e-08	27	1.61822e-08	8	0	0	0	0	0	0	1.01567e-08	2	0	0	0	0	0	0	0	0	0	0	7.27397e-08	7	3.9082e-08	6	1.68949e-08	1	0	0	1.2662e-07	8	1.2222e-06	60	3.19662e-07	18	8.60969e-08	5	0	0	0	0	0	0	3.24565e-07	13	5.23272e-07	24	0	0	0	0	0	0	0	0	0	0	7.23179e-09	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
73	0	0	5.01062e-06	5.36527e-07	1622	3.77935e-07	878	1.56502e-07	336	0	0	8.78703e-08	62	1.23271e-06	566	0	0	0	0	6.52414e-08	27	1.6281e-08	8	0	0	0	0	0	0	1.05471e-08	2	0	0	0	0	0	0	0	0	0	0	6.60449e-08	6	4.26161e-08	7	2.04442e-08	1	0	0	1.75619e-07	8	8.99479e-07	50	3.52492e-07	18	1.22568e-07	6	0	0	0	0	0	0	2.16631e-07	9	4.5519e-07	20	0	0	0	0	0	0	0	0	0	0	7.05104e-10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
74	0	0	4.31695e-06	5.13212e-07	1593	3.64082e-07	864	1.44738e-07	332	0	0	9.63804e-08	61	1.10307e-06	551	0	0	0	0	9.04993e-08	28	1.75257e-08	8	0	0	0	0	0	0	1.10719e-08	2	0	0	0	0	0	0	0	0	0	0	3.73209e-08	5	5.3177e-08	8	3.09467e-08	1	0	0	1.06722e-07	7	6.06551e-07	36	2.93743e-07	15	2.87888e-08	4	0	0	0	0	0	0	2.13575e-07	8	4.38165e-07	20	0	0	0	0	0	0	0	0	0	0	3.10088e-12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
75	0	0	4.13567e-06	5.01517e-07	1573	3.70749e-07	854	1.4773e-07	329	0	0	1.03791e-07	61	1.17429e-06	539	0	0	0	0	4.82384e-08	25	1.87228e-08	8	0	0	0	0	0	0	1.17196e-08	2	0	0	0	0	0	0	0	0	0	0	4.22821e-08	5	4.35777e-08	7	1.79461e-08	1	0	0	6.41835e-08	5	5.14273e-07	31	2.42159e-07	12	2.84937e-08	3	0	0	0	0	0	0	1.43273e-07	4	5.01002e-07	18	0	0	0	0	0	0	0	0	0	0	1.27811e-09	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
