i	j	k	LDT	LTT	proton_D	proton_T	deuteron_D	deuteron_T	triton_D	triton_T	He3_D	He3_T	alpha_D	alpha_T	He6_D	He6_T	Li6_D	Li6_T	Li7_D	Li7_T	Li8_D	Li8_T	Be7_D	Be7_T	Be8_D	Be8_T	Be9_D	Be9_T	B10_D	B10_T	B11_D	B11_T	B12_D	B12_T	C11_D	C11_T	C12_D	C12_T	C13_D	C13_T	C14_D	C14_T	N13_D	N13_T	N14_D	N14_T	N15_D	N15_T	N16_D	N16_T	O14_D	O14_T	O15_D	O15_T	O16_1_D	O16_1_T	O16_D	O16_T	O17_D	O17_T	O18_D	O18_T	F16_D	F16_T	F17_D	F17_T	F18_D	F18_T	F19_D	F19_T	Ne20_D	Ne20_T	Ne22_D	Ne22_T	Na22_D	Na22_T	Na23_D	Na23_T	Na24_D	Na24_T	Mg24_D	Mg24_T	Mg25_D	Mg25_T	Mg26_D	Mg26_T	Al26_D	Al26_T	Si29_D	Si29_T	P29_D	P29_T
47	0	0	130.148	109.937	9.50699	3.0508	12.7797	4.14189	21.0994	6.70382	42.5641	18.6434	283.557	49.3321	5.66181	5.66191	75.0327	39.7468	66.7335	53.8027	0	0	30.7172	30.3175	0	0	78.4097	78.3531	139.2	139.12	54.1365	54.1318	0	0	76.7754	74.397	227.137	114.326	83.6268	82.19	0	0	0	0	196.076	134.729	103.082	102.342	0	0	0	0	161.913	154.338	127.429	126.743	186.179	174.908	0	0	0	0	0	0	0	0	666.414	652.113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
48	0	0	131.976	112.256	4.8163	2.5566	5.58113	3.41767	13.2406	4.31598	325.403	36.8755	166.932	31.1137	5.67179	5.67161	126.295	39.7191	87.1508	67.0515	0	0	31.7922	30.7294	91.2668	34.8633	85.4537	85.3656	167.517	166.778	55.135	55.1322	0	0	78.7201	76.2292	189.663	104.817	81.8968	81.8978	0	0	0	0	181.695	126.966	105.269	104.474	0	0	0	0	172.673	162.275	129.693	129.681	243.584	205.132	0	0	1.54876	1.54876	0	0	0	0	1097.21	1027.92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
49	0	0	134.186	114.65	6.88589	2.89719	5.96391	3.57493	3.84634	3.16814	20.4674	14.5845	158.403	37.2666	5.68264	5.68311	127.913	46.8809	143.147	83.7549	0	0	31.9455	31.1593	0	0	94.7809	94.658	233.554	229.416	56.1244	56.115	0	0	81.227	78.2001	148.776	89.4052	83.7142	83.7117	0	0	0	0	127.735	123.003	107.911	107.001	0	0	0	0	187.726	172.334	132.916	132.902	380.358	244.461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50	0	0	137.753	117.896	7.09651	2.92474	8.5541	3.74442	3.93979	3.23075	196.93	20.8405	309.29	49.7164	5.69421	5.69385	25.8272	23.4059	119.221	79.2245	0	0	32.6935	31.6094	0	0	108.297	107.988	451.133	418.075	92.1797	77.2895	0	0	83.2765	80.3743	87.541	84.1012	85.6477	85.6535	0	0	0	0	137.7	130.147	110.547	109.659	0	0	0	0	213.102	186.587	136.522	136.507	225.14	203.689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51	0	0	142.749	121.037	9.0796	2.93133	6.91827	3.73199	4.3095	3.42156	168.158	38.0759	292.836	38.0502	5.70496	5.70554	26.3295	23.9949	153.398	77.196	36.7478	36.7363	32.8884	32.096	170.21	170.21	131.742	131.247	0	0	115.988	99.3724	0	0	86.588	82.8262	90.4815	86.6659	87.7907	87.8058	0	0	561.676	535.844	157.877	142.342	113.945	112.888	0	0	0	0	265.067	210.764	140.389	140.372	351.689	266.836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	851.141	851.141	0	0	0	0	0	0	0	0	0	0	0	0	0	0
52	0	0	150.576	124.881	4.50901	2.46625	6.29534	3.7438	4.42855	3.51099	212.592	26.0241	158.418	33.7753	309.329	36.1955	27.8829	24.6625	188.525	100.215	37.9571	37.9425	33.728	32.601	0	0	192.538	187.763	0	0	138.231	112.426	0	0	90.0349	85.6367	94.8138	90.1522	90.1822	90.1467	0	0	915.917	873.582	186.71	155.691	118.037	116.85	0	0	0	0	467.39	268.711	144.66	144.639	452.817	276.796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1239.1	1146.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0
53	0	0	151.043	127.911	4.6677	2.61648	8.15762	3.93326	4.74075	3.63449	65.2528	24.3547	332.743	43.9033	662.487	118.296	56.1308	37.1283	19.3592	19.3598	39.3945	39.3961	61.7027	40.8439	145.516	145.516	369.783	345.373	0	0	168.215	131.863	0	0	94.3649	88.6832	109.167	99.2543	92.7489	92.7493	0	0	0	0	256.729	174.324	127.004	122.741	0	0	0	0	173.304	172.483	149.417	149.39	226.699	219.915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
54	0	0	156.05	131.907	5.81138	2.8412	10.3737	4.34479	5.34378	3.92762	223.883	32.9139	117.036	24.2671	5.7384	5.73851	118.514	48.7198	19.5561	19.5471	41.083	41.0788	228.083	105.274	0	0	0	0	0	0	309.629	182.64	0	0	98.9383	92.3147	118.575	103.731	95.6174	95.5763	0	0	0	0	247.084	171.652	170.573	144.015	0	0	0	0	182.601	181.463	154.771	154.739	263.26	243.64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1018.12	1018.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55	0	0	164.37	137.023	5.53078	2.63264	8.74233	4.13984	5.73674	4.10513	345.091	39.1532	200.068	30.6585	5.74995	5.75003	33.9828	29.1932	19.7525	19.751	42.9919	42.9942	79.0427	58.8526	0	0	0	0	0	0	122.087	105.404	0	0	104.808	96.6145	143.942	111.544	98.7816	98.7846	0	0	0	0	245.605	172.861	248.592	165.267	0	0	0	0	190.962	189.176	160.601	160.558	332.373	277.127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.28197	1.43171	1407.94	1313.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
56	0	0	168.69	142.401	5.4279	2.61254	10.1404	4.02277	6.54402	4.38472	12.128	11.0221	108.802	28.2039	5.76132	5.7615	64.5606	41.6205	37.8912	32.0344	45.0972	45.0868	107.778	70.5556	0	0	0	0	294.163	288.372	150.629	122.348	0	0	111.586	101.867	162.576	113.51	102.273	102.25	0	0	0	0	170.511	161.268	221.497	148.608	0	0	0	0	204.788	202.25	167.351	167.296	425.916	319.324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
57	0	0	181.046	149.138	6.63454	2.80929	7.28107	3.95621	8.50308	4.86402	292.031	28.0602	189.754	33.919	5.77258	5.77252	111.751	46.2332	42.6153	36.5082	47.5623	47.5251	236.998	104.221	0	0	0	0	513.363	475.736	220.614	161.648	0	0	121.339	108.518	121.523	111.008	106.168	106.173	0	0	166.232	166.248	191.278	176.044	171.36	148.43	0	0	0	0	223.02	219.125	175.11	175.044	532.232	361.91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.30443	1.43171	1202.56	1130.27	0	0	0	0	0	0	0	0	866.326	866.318	0	0	0	0	0	0
58	0	0	189.997	155.942	6.02793	2.86119	8.39489	4.20787	15.3795	5.53499	12.8481	11.4582	166.723	34.5339	5.78297	5.78299	48.3179	35.8348	48.2284	39.1515	50.5807	50.5254	37.7675	36.3054	0	0	0	0	0	0	385.107	197.151	0	0	132.627	117.087	138.829	119.981	110.643	110.595	0	0	175.28	175.11	231.503	199.874	275.028	175.118	0	0	0	0	248.979	242.288	184.132	184.037	306.986	278.42	692.195	679.901	0	0	0	0	0	0	0	0	0	0	0	0	1.28088	1.43171	1589.09	1303.62	0	0	0	0	1426.71	1380.46	0	0	1165.39	1130.95	0	0	0	0	0	0
59	0	0	198.19	164.704	7.8763	3.00523	11.2036	4.57124	9.86225	4.3142	13.2764	11.7091	101.494	30.5513	5.79449	5.79453	68.8552	42.6401	53.5987	42.7904	54.3019	54.27	38.4956	37.0959	0	0	0	0	0	0	71.5397	71.5009	0	0	153.812	129.599	193.85	135.654	115.765	115.778	0	0	191.944	191.958	311.443	234.633	161.603	156.261	0	0	0	0	291.797	277.8	194.898	194.761	366.342	323.529	1022.95	931.988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	964.496	945.292	1143.04	746.636	0	0	1648.58	1459.75	0	0	0	0	0	0
60	0	0	211.584	176.058	4.61265	2.73358	6.57206	3.79377	8.6165	4.43504	44.619	17.0076	226.342	41.3225	518.831	36.3425	122.163	46.3284	64.9894	48.5967	59.0502	59.0016	39.9558	37.9585	0	0	0	0	201.246	200.802	73.9943	73.9728	0	0	186.723	150.275	191.251	138.71	121.885	121.847	0	0	215.077	214.798	376.429	253.74	175.124	167.165	0	0	0	0	403.461	347.978	208.019	207.834	465.673	369.163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1492.94	1378.15	2.08296	1.21512	1317.29	1316.28	0	0	0	0	0	0	0	0
61	0	0	228.445	188.709	6.93633	3.20105	5.90348	3.87278	12.6609	4.79032	374.471	34.5263	221.028	43.7762	5.81854	5.81863	39.0743	31.2624	85.8507	60.0952	65.4763	65.3739	40.9481	38.9221	0	0	0	0	316.673	301.482	76.7869	76.8002	0	0	275.993	198.092	175.118	143.339	128.97	128.911	0	0	250.704	250.09	255.842	226.599	194.141	181.883	0	0	0	0	464.519	388.39	224.507	224.22	446.96	364.365	0	0	0	0	0	0	0	0	0	0	0	0	808.69	800.781	933.065	926.228	1258.57	1256.75	0	0	0	0	0	0	1528.6	1430.1	0	0	0	0	0	0	0	0
62	0	0	252.398	206.54	7.57516	3.32702	8.53509	4.27139	11.0712	4.65778	15.3286	13.0668	227.962	41.2818	5.8318	5.83191	45.9846	34.0804	191.89	99.9498	75.0288	74.8928	42.0748	39.9439	0	0	0	0	566.202	536.286	79.9763	79.8924	0	0	486.777	244.063	256.186	164.708	137.518	137.435	0	0	317.405	315.027	421.679	304.365	226.755	204.175	0	0	0	0	629.515	505.359	246.159	245.683	522.307	404.915	0	0	0	0	0	0	0	0	0	0	0	0	1242.27	1163.77	1318.47	1225.42	1514.71	1425.25	0	0	0	0	0	0	1634.11	1481.06	0	0	0	0	0	0	0	0
63	0	0	277.28	230.638	6.59767	3.20954	8.67788	4.52677	12.6684	4.75482	16.3794	13.5177	202.117	37.8275	5.84336	5.8434	61.5775	43.7997	21.5588	21.5597	91.5587	91.0063	44.0363	41.0655	0	0	0	0	0	0	83.5034	83.5278	0	0	82.0857	82.084	169.35	143.377	148.334	148.31	0	0	522.696	498.757	407.532	284.475	310.719	247.537	0	0	0	0	414.439	408.126	276.611	275.709	434.547	384.876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.28116	1.43171	1552.05	1380.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
64	0	0	324.969	269.785	6.59426	3.30678	10.4698	4.6505	7.13552	4.4677	17.8378	14.0683	176.208	34.8739	5.85494	5.85538	123.204	60.6024	21.8193	21.8198	138.012	134.284	45.0602	42.3745	0	0	0	0	0	0	87.5768	87.5772	0	0	84.3561	84.3543	183.758	159.147	162.555	162.339	0	0	894.451	863.398	307.265	255.215	381.158	264.581	0	0	0	0	685.581	632.136	324.54	322.404	469.68	433.5	1.16511	1.16511	0	0	0	0	975.669	751.192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.38568	1.48229	1736.94	1572.78	0	0	0	0
65	0	0	416.073	342.726	9.18436	3.46974	9.83479	4.40268	13.9143	5.57452	19.8496	14.7903	222.71	33.2069	5.86788	5.86762	133.939	55.0187	22.0919	22.0917	275.056	259.236	47.028	43.837	32.2265	32.2265	0	0	0	0	92.2675	92.2612	0	0	86.8305	86.84	239.346	185.361	182.101	181.671	0	0	0	0	406.63	302.789	376.957	279.144	0	0	0	0	959.968	890.289	415.701	408.316	700.941	628.584	0	0	0	0	0	0	572.673	571.175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1575.26	1427.43	0	0	0	0	0	0	2203.9	2058.33
66	0	0	666.876	515.666	7.47862	3.23499	8.60249	4.39092	12.7274	4.68054	24.3326	15.8644	42.3054	24.6095	5.87984	5.87964	31.7641	27.8139	22.3531	22.3532	0	0	49.6684	45.4597	0	0	0	0	0	0	97.8029	97.7435	0	0	89.5449	89.5202	324.693	218.689	212.415	211.402	0	0	0	0	413.484	299.973	348.451	260.35	0	0	0	0	0	0	669.723	621.019	780.791	693.487	2.01873	2.01873	0	0	0	0	915.28	851.803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49265	3.49265	305.032	247.078
67	0	0	903.783	474.941	7.12791	3.14866	8.80379	4.45235	6.68956	4.1118	34.6459	17.9596	79.2272	32.5242	5.89138	5.89153	34.2584	29.0213	22.6255	22.6258	0	0	52.0399	47.3475	0	0	0	0	0	0	104.744	104.701	0	0	92.5106	92.5038	218.273	189.994	270.04	267.057	0	0	0	0	448.475	336.297	303.49	270.226	0	0	0	0	0	0	917.515	845.213	945.644	879.527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
68	0	0	447.655	29.8014	6.59613	3.19972	10.538	4.6504	9.9176	4.58641	248.524	29.9869	328.503	53.395	5.90353	5.90369	37.6435	30.5684	22.9261	22.9245	0	0	56.0274	49.7047	0	0	0	0	0	0	113.52	113.413	0	0	95.711	95.7067	322.724	243.896	466.089	427.523	0	0	0	0	424.461	297.921	433.4	344.283	0	0	0	0	0	0	1012.45	872.274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
69	0	0	335.427	19.7332	6.63077	3.18756	8.04369	4.34987	11.0424	4.33872	15.3465	13.7425	222.499	28.9583	5.91516	5.91513	42.6161	32.6681	23.2452	23.2443	0	0	59.2234	52.6314	0	0	0	0	0	0	125.12	125.04	0	0	99.4705	99.4664	416.697	294.941	656.133	614.151	0	0	0	0	468.566	305.496	519.953	378.736	0	0	0	0	0	0	0	0	407.66	337.623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70	0	0	199.491	13.0358	9.21094	3.38378	8.23159	4.4423	8.62365	4.27592	15.9704	14.1766	34.6496	19.7583	5.9262	5.92626	50.7218	35.9792	23.5796	23.5768	0	0	65.6799	56.3793	0	0	0	0	0	0	141.884	141.608	0	0	103.835	103.836	353.761	221.666	0	0	0	0	0	0	215.607	213.102	423.201	355.605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71	0	0	244.205	13.2347	7.76101	3.1375	9.56022	4.76209	12.255	4.26263	16.8199	14.6701	162.654	29.0348	5.93724	5.93724	70.6535	43.156	23.9291	23.9303	0	0	74.4853	61.5433	0	0	0	0	0	0	169.581	169.031	0	0	108.693	108.677	396.67	233.872	0	0	0	0	0	0	251.426	246.158	667.642	425.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
72	0	0	129.189	10.3359	7.69402	3.07393	13.701	5.06893	5.92493	3.81071	17.8598	15.2425	152.335	22.8087	5.94909	5.94913	153.434	54.3664	24.2851	24.2856	0	0	86.7481	69.3494	0	0	0	0	0	0	230.759	227.415	0	0	114.348	114.31	165.051	137.621	0	0	0	0	0	0	323.581	307.473	171.686	171.623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
73	0	0	206.181	11.2809	8.20019	2.99383	12.4936	4.54971	8.01747	4.11747	19.1961	15.9343	165.07	24.8857	5.96085	5.96087	24.7057	24.3299	24.654	24.6545	0	0	113.336	83.6834	0	0	0	0	0	0	442.099	407.419	0	0	121.057	121.012	227.79	166.407	0	0	0	0	0	0	539.683	445.283	184.63	184.526	0	0	0	0	0	0	0	0	63.6023	63.6023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
74	0	0	197.456	10.2655	6.69934	2.86223	5.85541	3.8351	12.753	4.18194	226.518	23.2321	224.801	26.6373	5.9723	5.97225	25.0668	24.809	217.026	65.8738	0	0	256.227	143.444	0	0	0	0	0	0	0	0	0	0	129.323	129.231	349.168	186.605	0	0	0	0	0	0	417.372	410.69	201.326	201.076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
75	0	0	142.114	8.28815	4.88841	2.72286	9.74954	4.23577	4.95131	3.59628	23.911	17.9697	38.3772	19.8167	5.98423	5.98426	25.9417	25.3393	25.4669	25.4569	0	0	56.4506	39.3331	0	0	0	0	0	0	0	0	0	0	139.832	139.819	148.182	130.476	0	0	0	0	0	0	738.759	696.383	223.815	223.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76	0	0	100.637	8.00319	6.72263	2.843	7.04664	3.88859	5.39038	3.74927	29.475	19.7662	166.403	25.0075	5.99519	5.99526	26.5856	25.9012	25.9097	25.908	0	0	37.0647	37.0648	0	0	0	0	0	0	0	0	0	0	153.534	153.418	173.603	146.928	0	0	0	0	0	0	0	0	257.361	256.803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
77	0	0	97.5743	8.18208	6.62267	2.79678	5.62289	3.87535	6.07359	3.90412	50.8179	23.9885	32.4239	19.5573	6.00743	6.00764	27.1778	26.4912	26.3864	26.3858	0	0	37.7411	37.7385	0	0	0	0	0	0	0	0	0	0	172.926	172.672	235.517	179.824	0	0	0	0	0	0	0	0	317.206	315.358	0	0	0	0	0	0	0	0	94.1826	94.1826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
78	0	0	177.392	9.51125	6.04142	2.75098	6.93398	4.20019	9.11748	4.25905	241.136	31.7963	67.726	24.1702	6.0199	6.01996	27.7179	27.1404	26.8569	26.8596	0	0	38.4901	38.4917	0	0	0	0	0	0	0	0	0	0	203.685	202.805	399.48	225.294	0	0	0	0	0	0	0	0	459.643	450.226	0	0	0	0	0	0	0	0	388.917	356.186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
79	0	0	189.463	8.77293	5.51416	2.72379	9.585	4.58481	11.0633	4.01939	25.8259	19.2104	251.174	31.7232	6.0314	6.03126	28.7048	27.8561	27.3586	27.3528	0	0	39.3059	39.3032	0	0	0	0	0	0	0	0	0	0	265.682	262.799	164.46	137.311	0	0	0	0	0	0	0	0	790.871	755.184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
80	0	0	121.73	7.78444	5.84781	2.77517	12.7182	4.75423	4.60504	3.59991	33.3042	21.7012	38.816	20.1379	6.04371	6.04387	29.7213	28.6327	27.8963	27.8928	0	0	40.1479	40.1394	0	0	0	0	0	0	1.55312	1.55312	0	0	515.954	470.325	200.507	160.598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81	0	0	114.196	7.73239	5.4592	2.79653	11.1507	4.66323	4.66815	3.67166	118.171	32.9021	175.037	26.7981	6.05692	6.05708	30.3983	29.4829	28.5029	28.5007	0	0	41.0766	41.0803	0	0	0	0	0	0	0	0	0	0	0	0	309.743	217.793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
82	0	0	107.438	6.69657	6.52966	2.93283	10.993	4.31555	4.89442	3.75179	222.433	26.1339	37.1227	20.243	6.07024	6.07027	31.4416	30.4153	29.1765	29.184	0	0	42.0945	42.0861	0	0	0	0	0	0	0	0	0	0	0	0	501.358	233.373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
83	0	0	75.0776	6.68325	6.36403	2.88891	9.78617	3.86516	5.06904	3.84264	35.7272	21.9282	177.328	31.0099	6.08344	6.08364	33.0311	31.4699	29.8597	29.8661	0	0	43.1688	43.1638	0	0	0	0	0	0	0	0	0	0	0	0	86.5582	86.5416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
84	0	0	99.1796	6.67089	8.04343	3.24244	7.33678	3.5696	5.35374	3.94336	261.626	42.1671	189.523	23.4637	6.09638	6.09646	34.5299	32.7184	30.6042	30.603	0	0	44.3744	44.3768	0	0	0	0	0	0	0	0	0	0	0	0	88.9891	88.9826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85	0	0	21.6668	5.44503	7.37117	2.79269	4.43284	3.373	5.60715	4.06461	20.0344	17.5229	31.6028	18.6427	6.10831	6.10834	36.5552	34.2019	31.3983	31.3962	0	0	45.6771	45.6851	0	0	0	0	0	0	0	0	0	0	0	0	91.6763	91.6759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
86	0	0	51.3185	5.99888	5.34383	2.66622	4.79389	3.48909	6.05112	4.20679	21.3379	18.4459	120.812	25.219	6.12046	6.12024	38.8377	35.9601	32.2382	32.2294	0	0	47.1033	47.108	0	0	0	0	0	0	0	0	0	0	0	0	94.6806	94.6804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
87	0	0	117.164	6.49851	5.03447	2.64947	5.44494	3.66988	6.6473	4.3902	22.9542	19.5559	115.642	23.2271	6.13263	6.13263	42.6898	38.2071	33.2031	33.2042	0	0	48.7089	48.7289	0	0	0	0	0	0	0	0	0	0	0	0	98.0479	98.0303	2.67253	2.67253	0	0	870.644	816.337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
88	0	0	74.7713	6.83404	5.74141	2.76746	7.35241	4.04684	7.4823	4.65108	24.9339	20.9334	181.042	31.6908	6.14591	6.14527	46.473	41.1872	34.257	34.2495	0	0	50.5322	50.5432	0	0	0	0	0	0	0	0	0	0	0	0	101.82	101.808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111.607	111.607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
89	0	0	71.2994	6.48835	6.30068	2.83577	10.1497	4.09519	9.57809	5.10365	27.9877	22.7399	209.092	24.9179	6.15937	6.15942	55.2246	45.6265	35.3626	35.3556	0	0	52.5306	52.5241	0	0	0	0	0	0	0	0	0	0	0	0	105.968	106.009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	0	0	28.1251	6.27646	6.63259	2.9434	8.1674	3.92507	14.8689	5.57082	32.2541	25.2542	27.0707	18.1801	6.17216	6.17221	72.6183	54.3062	36.6148	36.6161	0	0	54.805	54.766	0	0	0	0	0	0	0	0	0	0	0	0	110.634	110.646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
91	0	0	42.3433	6.84493	8.67913	2.95168	6.12267	3.88566	20.4203	6.24702	39.2277	29.1797	37.8805	20.3206	6.18523	6.18535	155.416	75.8514	38.0635	38.055	0	0	57.4795	57.4684	0	0	0	0	0	0	0	0	0	0	0	0	116.083	116.132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
92	0	0	74.3285	7.1116	4.5299	2.63651	11.7819	4.66129	5.42447	3.92974	57.6367	37.3636	183.222	28.6164	6.19739	6.1975	36.8087	35.8459	39.7322	39.7393	0	0	60.552	60.5085	0	0	0	0	0	0	0	0	0	0	0	0	122.492	122.473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
93	0	0	75.3359	7.29632	8.27573	3.06472	8.90171	3.98636	5.76623	4.07545	228.647	66.7137	31.3588	19.1032	6.20943	6.20946	38.9863	37.608	41.688	41.6617	0	0	64.2697	64.2089	0	0	0	0	0	0	0	0	0	0	0	0	130.187	130.172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
94	0	0	121.973	7.70416	6.60734	2.78201	7.09752	3.91279	6.32792	4.27235	379.497	78.3242	115.057	25.7864	6.22264	6.22277	41.5782	39.7591	43.9723	43.9556	0	0	68.8941	68.819	0	0	0	0	0	0	0	0	0	0	0	0	139.924	139.856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
95	0	0	159.795	7.73379	9.78466	2.87808	12.5783	4.48747	7.27364	4.65258	331.488	58.3892	283.824	26.6989	6.23717	6.23741	44.077	42.4127	46.6675	46.6571	0	0	74.6395	74.5835	0	0	0	0	0	0	0	0	0	0	0	0	366.358	210.199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
